Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_1124-1058105-f	SP_1124	1058105	+	81	29.63
TIGR4_NEG_SP_1127-1061313-r	SP_1127	1061313	-	81	33.33
TIGR4_NEG_SP_1134-1066644-f	SP_1134	1066644	+	81	29.63
TIGR4_NEG_SP_1145-1071971-f	SP_1145	1071971	+	81	30.86
TIGR4_NEG_SP_1145-1072311-f	SP_1145	1072311	+	81	28.4
TIGR4_NEG_SP_1145-1072561-f	SP_1145	1072561	+	81	34.57
TIGR4_NEG_SP_1153-1083484-f	SP_1153	1083484	+	81	35.8
TIGR4_NEG_SP_1154-1084511-f	SP_1154	1084511	+	81	34.57
TIGR4_NEG_SP_1154-1085931-f	SP_1154	1085931	+	81	35.8
TIGR4_NEG_SP_1154-1086181-f	SP_1154	1086181	+	81	30.86
TIGR4_NEG_SP_1154-1086301-f	SP_1154	1086301	+	81	33.33
TIGR4_NEG_SP_1154-1086491-f	SP_1154	1086491	+	81	30.86
TIGR4_NEG_SP_1154-1088521-f	SP_1154	1088521	+	81	34.57
TIGR4_NEG_SP_1154-1089271-f	SP_1154	1089271	+	81	34.57
TIGR4_NEG_SP_1156-1091310-f	SP_1156	1091310	+	81	33.33
TIGR4_NEG_SP_1157-1092675-f	SP_1157	1092675	+	81	34.57
TIGR4_NEG_SP_1175-1111885-r	SP_1175	1111885	-	81	34.57
TIGR4_NEG_SP_1187-1124908-r	SP_1187	1124908	-	81	35.8
TIGR4_NEG_SP_1187-1125088-r	SP_1187	1125088	-	81	35.8
TIGR4_NEG_SP_1187-1125308-r	SP_1187	1125308	-	81	34.57
TIGR4_NEG_SP_1187-1125378-r	SP_1187	1125378	-	81	29.63
TIGR4_NEG_SP_1187-1125418-r	SP_1187	1125418	-	81	35.8
TIGR4_NEG_SP_1189-1126492-r	SP_1189	1126492	-	81	28.4
TIGR4_NEG_SP_1202-1135646-r	SP_1202	1135646	-	81	35.8
TIGR4_NEG_SP_1213-1143639-r	SP_1213	1143639	-	81	34.57
TIGR4_NEG_SP_1221-1152128-r	SP_1221	1152128	-	81	27.16
TIGR4_NEG_SP_1221-1152208-r	SP_1221	1152208	-	81	35.8
TIGR4_NEG_SP_1221-1152678-r	SP_1221	1152678	-	81	32.1
TIGR4_NEG_SP_1221-1153418-r	SP_1221	1153418	-	81	29.63
TIGR4_NEG_SP_1222-1155017-r	SP_1222	1155017	-	81	35.8
TIGR4_NEG_SP_1222-1155437-r	SP_1222	1155437	-	81	30.86
TIGR4_NEG_SP_1222-1155647-r	SP_1222	1155647	-	81	34.57
TIGR4_NEG_SP_1222-1155917-r	SP_1222	1155917	-	81	32.1
TIGR4_NEG_SP_1228-1160625-r	SP_1228	1160625	-	81	34.57
TIGR4_NEG_SP_1229-1162038-r	SP_1229	1162038	-	81	29.63
TIGR4_NEG_SP_1234-1166398-f	SP_1234	1166398	+	81	28.4
TIGR4_NEG_SP_1234-1166428-f	SP_1234	1166428	+	81	30.86
TIGR4_NEG_SP_1240-1170818-r	SP_1240	1170818	-	81	35.8
TIGR4_NEG_SP_1241-1171941-f	SP_1241	1171941	+	81	34.57
TIGR4_NEG_SP_1241-1172541-f	SP_1241	1172541	+	81	32.1
TIGR4_NEG_SP_1243-1175615-f	SP_1243	1175615	+	81	35.8
TIGR4_NEG_SP_1247-1181460-r	SP_1247	1181460	-	81	33.33
TIGR4_NEG_SP_1251-1187600-r	SP_1251	1187600	-	81	27.16
TIGR4_NEG_SP_1258-1190617-r	SP_1258	1190617	-	81	35.8
TIGR4_NEG_SP_1262-1193964-f	SP_1262	1193964	+	81	32.1
TIGR4_NEG_SP_1262-1194084-f	SP_1262	1194084	+	81	34.57
TIGR4_NEG_SP_1262-1194184-f	SP_1262	1194184	+	81	35.8
TIGR4_NEG_SP_1262-1194644-f	SP_1262	1194644	+	81	30.86
TIGR4_NEG_SP_1262-1194704-f	SP_1262	1194704	+	81	34.57
TIGR4_NEG_SP_1266-1199834-r	SP_1266	1199834	-	81	32.1
TIGR4_NEG_SP_1269-1202277-r	SP_1269	1202277	-	81	33.33
TIGR4_NEG_SP_1271-1204140-r	SP_1271	1204140	-	81	34.57
TIGR4_NEG_SP_1273-1206440-f	SP_1273	1206440	+	81	27.16
TIGR4_NEG_SP_1273-1206610-f	SP_1273	1206610	+	81	35.8
TIGR4_NEG_SP_1276-1212488-r	SP_1276	1212488	-	81	29.63
TIGR4_NEG_SP_1283-1218361-r	SP_1283	1218361	-	81	35.8
TIGR4_NEG_SP_1292-1226781-f	SP_1292	1226781	+	81	28.4
TIGR4_NEG_SP_1343-1266288-r	SP_1343	1266288	-	81	34.57
TIGR4_NEG_SP_1343-1266638-r	SP_1343	1266638	-	81	33.33
TIGR4_NEG_SP_1343-1267098-r	SP_1343	1267098	-	81	32.1
TIGR4_NEG_SP_1343-1267288-r	SP_1343	1267288	-	81	29.63
TIGR4_NEG_SP_1344-1268031-r	SP_1344	1268031	-	81	27.16
TIGR4_NEG_SP_1344-1268561-r	SP_1344	1268561	-	81	28.4
TIGR4_NEG_SP_1344-1268671-r	SP_1344	1268671	-	81	29.63
TIGR4_NEG_SP_1344-1269071-r	SP_1344	1269071	-	81	33.33
TIGR4_NEG_SP_1344-1269251-r	SP_1344	1269251	-	81	33.33
TIGR4_NEG_SP_1344-1270061-r	SP_1344	1270061	-	81	33.33
TIGR4_NEG_SP_1344-1270131-r	SP_1344	1270131	-	81	29.63
TIGR4_NEG_SP_1362-1284994-r	SP_1362	1284994	-	81	35.8
TIGR4_NEG_SP_1364-1286844-r	SP_1364	1286844	-	81	34.57
TIGR4_NEG_SP_1365-1288113-r	SP_1365	1288113	-	81	35.8
TIGR4_NEG_SP_1365-1288833-r	SP_1365	1288833	-	81	35.8
TIGR4_NEG_SP_1366-1289761-r	SP_1366	1289761	-	81	29.63
TIGR4_NEG_SP_1391-1315351-r	SP_1391	1315351	-	81	34.57
TIGR4_NEG_SP_1396-1320334-r	SP_1396	1320334	-	81	34.57
TIGR4_NEG_SP_1406-1327589-r	SP_1406	1327589	-	81	35.8
TIGR4_NEG_SP_1406-1327909-r	SP_1406	1327909	-	81	30.86
TIGR4_NEG_SP_1406-1327919-r	SP_1406	1327919	-	81	33.33
TIGR4_NEG_SP_1424-1344348-r	SP_1424	1344348	-	81	30.86
TIGR4_NEG_SP_1426-1344988-r	SP_1426	1344988	-	81	33.33
TIGR4_NEG_SP_1426-1345028-r	SP_1426	1345028	-	81	32.1
TIGR4_NEG_SP_1428-1347011-r	SP_1428	1347011	-	81	29.63
TIGR4_NEG_SP_1428-1347131-r	SP_1428	1347131	-	81	30.86
TIGR4_NEG_SP_1431-1350231-f	SP_1431	1350231	+	81	30.86
TIGR4_NEG_SP_1433-1351721-r	SP_1433	1351721	-	81	33.33
TIGR4_NEG_SP_1433-1351921-r	SP_1433	1351921	-	81	30.86
TIGR4_NEG_SP_1433-1351981-r	SP_1433	1351981	-	81	27.16
TIGR4_NEG_SP_1436-1356393-f	SP_1436	1356393	+	81	29.63
TIGR4_NEG_SP_1436-1356423-f	SP_1436	1356423	+	81	33.33
TIGR4_NEG_SP_1438-1357928-f	SP_1438	1357928	+	81	28.4
TIGR4_NEG_SP_1438-1358048-f	SP_1438	1358048	+	81	27.16
TIGR4_NEG_SP_1438-1358058-f	SP_1438	1358058	+	81	27.16
TIGR4_NEG_SP_1446-1366838-f	SP_1446	1366838	+	81	32.1
TIGR4_NEG_SP_1446-1366868-f	SP_1446	1366868	+	81	32.1
TIGR4_NEG_SP_1447-1367259-r	SP_1447	1367259	-	81	34.57
TIGR4_NEG_SP_1449-1369406-r	SP_1449	1369406	-	81	32.1
TIGR4_NEG_SP_1451-1370872-r	SP_1451	1370872	-	81	32.1
TIGR4_NEG_SP_1472-1384860-f	SP_1472	1384860	+	81	33.33
TIGR4_NEG_SP_1472-1384900-f	SP_1472	1384900	+	81	30.86
TIGR4_NEG_SP_1483-1396053-f	SP_1483	1396053	+	81	32.1
TIGR4_NEG_SP_1485-1397406-r	SP_1485	1397406	-	81	32.1
TIGR4_NEG_SP_1485-1397726-r	SP_1485	1397726	-	81	34.57
TIGR4_NEG_SP_1504-1413038-r	SP_1504	1413038	-	81	35.8
TIGR4_NEG_SP_1509-1418327-r	SP_1509	1418327	-	81	30.86
TIGR4_NEG_SP_1521-1428142-r	SP_1521	1428142	-	81	35.8
TIGR4_NEG_SP_1523-1432342-r	SP_1523	1432342	-	81	35.8
TIGR4_NEG_SP_1524-1433673-r	SP_1524	1433673	-	81	34.57
TIGR4_NEG_SP_1527-1438076-r	SP_1527	1438076	-	81	29.63
TIGR4_NEG_SP_1527-1438926-r	SP_1527	1438926	-	81	34.57
TIGR4_NEG_SP_1530-1441595-f	SP_1530	1441595	+	81	35.8
TIGR4_NEG_SP_1530-1442175-f	SP_1530	1442175	+	81	35.8
TIGR4_NEG_SP_1538-1447511-r	SP_1538	1447511	-	81	27.16
TIGR4_NEG_SP_1553-1464232-r	SP_1553	1464232	-	81	34.57
TIGR4_NEG_SP_1557-1466980-r	SP_1557	1466980	-	81	35.8
TIGR4_NEG_SP_1560-1469994-r	SP_1560	1469994	-	81	30.86
TIGR4_NEG_SP_1582-1487073-f	SP_1582	1487073	+	81	33.33
TIGR4_NEG_SP_1582-1487103-f	SP_1582	1487103	+	81	35.8
TIGR4_NEG_SP_1582-1487463-f	SP_1582	1487463	+	81	29.63
TIGR4_NEG_SP_1587-1492189-r	SP_1587	1492189	-	81	34.57
TIGR4_NEG_SP_1588-1493728-f	SP_1588	1493728	+	81	34.57
TIGR4_NEG_SP_1593-1498597-r	SP_1593	1498597	-	81	32.1
TIGR4_NEG_SP_1593-1498787-r	SP_1593	1498787	-	81	35.8
TIGR4_NEG_SP_1593-1498797-r	SP_1593	1498797	-	81	34.57
TIGR4_NEG_SP_1597-1501564-r	SP_1597	1501564	-	81	35.8
TIGR4_NEG_SP_1606-1507510-r	SP_1606	1507510	-	81	30.86
TIGR4_NEG_SP_1612-1512917-f	SP_1612	1512917	+	81	34.57
TIGR4_NEG_SP_1612-1512957-f	SP_1612	1512957	+	81	34.57
TIGR4_NEG_SP_1612-1513167-f	SP_1612	1513167	+	81	32.1
TIGR4_NEG_SP_1613-1514233-r	SP_1613	1514233	-	81	35.8
TIGR4_NEG_SP_1613-1514513-r	SP_1613	1514513	-	81	33.33
TIGR4_NEG_SP_1621-1520937-r	SP_1621	1520937	-	81	32.1
TIGR4_NEG_SP_1621-1521527-r	SP_1621	1521527	-	81	34.57
TIGR4_NEG_SP_1625-1527148-r	SP_1625	1527148	-	81	35.8
TIGR4_NEG_SP_1627-1528788-r	SP_1627	1528788	-	81	35.8
TIGR4_NEG_SP_1627-1528928-r	SP_1627	1528928	-	81	35.8
TIGR4_NEG_SP_1627-1529158-r	SP_1627	1529158	-	81	32.1
TIGR4_NEG_SP_1639-1538211-r	SP_1639	1538211	-	81	35.8
TIGR4_NEG_SP_1639-1538241-r	SP_1639	1538241	-	81	34.57
TIGR4_NEG_SP_1639-1538991-r	SP_1639	1538991	-	81	32.1
TIGR4_NEG_SP_1641-1540604-f	SP_1641	1540604	+	81	34.57
TIGR4_NEG_SP_1654-1556496-r	SP_1654	1556496	-	81	34.57
TIGR4_NEG_SP_1662-1563662-r	SP_1662	1563662	-	81	29.63
TIGR4_NEG_SP_1666-1566172-r	SP_1666	1566172	-	81	34.57
TIGR4_NEG_SP_1666-1566182-r	SP_1666	1566182	-	81	32.1
TIGR4_NEG_SP_1668-1568350-r	SP_1668	1568350	-	81	28.4
TIGR4_NEG_SP_1674-1575973-f	SP_1674	1575973	+	81	32.1
TIGR4_NEG_SP_1677-1578468-r	SP_1677	1578468	-	81	32.1
TIGR4_NEG_SP_1680-1579730-r	SP_1680	1579730	-	81	32.1
TIGR4_NEG_SP_1683-1582907-r	SP_1683	1582907	-	81	34.57
TIGR4_NEG_SP_1683-1583017-r	SP_1683	1583017	-	81	34.57
TIGR4_NEG_SP_1685-1585256-r	SP_1685	1585256	-	81	35.8
TIGR4_NEG_SP_1691-1592716-r	SP_1691	1592716	-	81	30.86
TIGR4_NEG_SP_1694-1598500-r	SP_1694	1598500	-	81	30.86
TIGR4_NEG_SP_1694-1598560-r	SP_1694	1598560	-	81	32.1
TIGR4_NEG_SP_1701-1605910-r	SP_1701	1605910	-	81	32.1
TIGR4_NEG_SP_1716-1620425-r	SP_1716	1620425	-	81	34.57
TIGR4_NEG_SP_1716-1620525-r	SP_1716	1620525	-	81	35.8
TIGR4_NEG_SP_1740-1645165-r	SP_1740	1645165	-	81	32.1
TIGR4_NEG_SP_1745-1648457-r	SP_1745	1648457	-	81	29.63
TIGR4_NEG_SP_1761-1662883-r	SP_1761	1662883	-	81	32.1
TIGR4_NEG_SP_1762-1664632-r	SP_1762	1664632	-	81	35.8
TIGR4_NEG_SP_1762-1664672-r	SP_1762	1664672	-	81	33.33
TIGR4_NEG_SP_1762-1664862-r	SP_1762	1664862	-	81	35.8
TIGR4_NEG_SP_1762-1665182-r	SP_1762	1665182	-	81	32.1
TIGR4_NEG_SP_1762-1665232-r	SP_1762	1665232	-	81	33.33
TIGR4_NEG_SP_1763-1665782-r	SP_1763	1665782	-	81	35.8
TIGR4_NEG_SP_1765-1668421-r	SP_1765	1668421	-	81	35.8
TIGR4_NEG_SP_1766-1669886-r	SP_1766	1669886	-	81	33.33
TIGR4_NEG_SP_1767-1670707-r	SP_1767	1670707	-	81	34.57
TIGR4_NEG_SP_1767-1671107-r	SP_1767	1671107	-	81	35.8
TIGR4_NEG_SP_1767-1671617-r	SP_1767	1671617	-	81	29.63
TIGR4_NEG_SP_1767-1672017-r	SP_1767	1672017	-	81	34.57
TIGR4_NEG_SP_1767-1672157-r	SP_1767	1672157	-	81	27.16
TIGR4_NEG_SP_1767-1672517-r	SP_1767	1672517	-	81	28.4
TIGR4_NEG_SP_1771-1677142-r	SP_1771	1677142	-	81	29.63
TIGR4_NEG_SP_1771-1677552-r	SP_1771	1677552	-	81	29.63
TIGR4_NEG_SP_1771-1677562-r	SP_1771	1677562	-	81	33.33
TIGR4_NEG_SP_1771-1677702-r	SP_1771	1677702	-	81	28.4
TIGR4_NEG_SP_1771-1678002-r	SP_1771	1678002	-	81	29.63
TIGR4_NEG_SP_1779-1697228-r	SP_1779	1697228	-	81	35.8
TIGR4_NEG_SP_1789-1704862-r	SP_1789	1704862	-	81	28.4
TIGR4_NEG_SP_1792-1708003-r	SP_1792	1708003	-	81	35.8
TIGR4_NEG_SP_1793-1708975-r	SP_1793	1708975	-	81	30.86
TIGR4_NEG_SP_1798-1714907-r	SP_1798	1714907	-	81	32.1
TIGR4_NEG_SP_1799-1715975-r	SP_1799	1715975	-	81	30.86
TIGR4_NEG_SP_1799-1715995-r	SP_1799	1715995	-	81	28.4
TIGR4_NEG_SP_1800-1716818-r	SP_1800	1716818	-	81	28.4
TIGR4_NEG_SP_1800-1717008-r	SP_1800	1717008	-	81	30.86
TIGR4_NEG_SP_1800-1717148-r	SP_1800	1717148	-	81	33.33
TIGR4_NEG_SP_1800-1717418-r	SP_1800	1717418	-	81	35.8
TIGR4_NEG_SP_1800-1717918-r	SP_1800	1717918	-	81	29.63
TIGR4_NEG_SP_1806-1720689-r	SP_1806	1720689	-	81	35.8
TIGR4_NEG_SP_1809-1722363-r	SP_1809	1722363	-	81	35.8
TIGR4_NEG_SP_1817-1729900-r	SP_1817	1729900	-	81	34.57
TIGR4_NEG_SP_1817-1729940-r	SP_1817	1729940	-	81	32.1
TIGR4_NEG_SP_1817-1729960-r	SP_1817	1729960	-	81	35.8
TIGR4_NEG_SP_1817-1730530-r	SP_1817	1730530	-	81	35.8
TIGR4_NEG_SP_1821-1732227-r	SP_1821	1732227	-	81	32.1
TIGR4_NEG_SP_1821-1732247-r	SP_1821	1732247	-	81	32.1
TIGR4_NEG_SP_1821-1732617-r	SP_1821	1732617	-	81	33.33
TIGR4_NEG_SP_1831-1742230-r	SP_1831	1742230	-	81	29.63
TIGR4_NEG_SP_1832-1742933-r	SP_1832	1742933	-	81	30.86
TIGR4_NEG_SP_1833-1743803-r	SP_1833	1743803	-	81	32.1
TIGR4_NEG_SP_1833-1744473-r	SP_1833	1744473	-	81	33.33
TIGR4_NEG_SP_1833-1744833-r	SP_1833	1744833	-	81	30.86
TIGR4_NEG_SP_1833-1744963-r	SP_1833	1744963	-	81	32.1
TIGR4_NEG_SP_1839-1749596-r	SP_1839	1749596	-	81	35.8
TIGR4_NEG_SP_1850-1757818-r	SP_1850	1757818	-	81	30.86
TIGR4_NEG_SP_1850-1757868-r	SP_1850	1757868	-	81	34.57
TIGR4_NEG_SP_1859-1766785-r	SP_1859	1766785	-	81	35.8
TIGR4_NEG_SP_1877-1780769-r	SP_1877	1780769	-	81	34.57
TIGR4_NEG_SP_1883-1784939-r	SP_1883	1784939	-	81	35.8
TIGR4_NEG_SP_1883-1785179-r	SP_1883	1785179	-	81	34.57
TIGR4_NEG_SP_1887-1791610-r	SP_1887	1791610	-	81	33.33
TIGR4_NEG_SP_1887-1791920-r	SP_1887	1791920	-	81	35.8
TIGR4_NEG_SP_1890-1795069-r	SP_1890	1795069	-	81	34.57
TIGR4_NEG_SP_1890-1795229-r	SP_1890	1795229	-	81	34.57
TIGR4_NEG_SP_1890-1795369-r	SP_1890	1795369	-	81	35.8
TIGR4_NEG_SP_1891-1796812-r	SP_1891	1796812	-	81	32.1
TIGR4_NEG_SP_1893-1799046-r	SP_1893	1799046	-	81	34.57
TIGR4_NEG_SP_1894-1800237-r	SP_1894	1800237	-	81	32.1
TIGR4_NEG_SP_1894-1800377-r	SP_1894	1800377	-	81	33.33
TIGR4_NEG_SP_1896-1802934-r	SP_1896	1802934	-	81	35.8
TIGR4_NEG_SP_1898-1804785-r	SP_1898	1804785	-	81	35.8
TIGR4_NEG_SP_1900-1808242-f	SP_1900	1808242	+	81	34.57
TIGR4_NEG_SP_1901-1816375-r	SP_1901	1816375	-	81	30.86
TIGR4_NEG_SP_1923-1832726-r	SP_1923	1832726	-	81	32.1
TIGR4_NEG_SP_1933-1837672-r	SP_1933	1837672	-	81	32.1
TIGR4_NEG_SP_1933-1837812-r	SP_1933	1837812	-	81	33.33
TIGR4_NEG_SP_1934-1838894-r	SP_1934	1838894	-	81	32.1
TIGR4_NEG_SP_1939-1842287-r	SP_1939	1842287	-	81	35.8
TIGR4_NEG_SP_1942-1846875-r	SP_1942	1846875	-	81	34.57
TIGR4_NEG_SP_1950-1851142-f	SP_1950	1851142	+	81	30.86
TIGR4_NEG_SP_1950-1851592-f	SP_1950	1851592	+	81	29.63
TIGR4_NEG_SP_1950-1851722-f	SP_1950	1851722	+	81	28.4
TIGR4_NEG_SP_1950-1851752-f	SP_1950	1851752	+	81	29.63
TIGR4_NEG_SP_1950-1851762-f	SP_1950	1851762	+	81	32.1
TIGR4_NEG_SP_1950-1852842-f	SP_1950	1852842	+	81	27.16
TIGR4_NEG_SP_1950-1853102-f	SP_1950	1853102	+	81	33.33
TIGR4_NEG_SP_1950-1853122-f	SP_1950	1853122	+	81	30.86
TIGR4_NEG_SP_1950-1853502-f	SP_1950	1853502	+	81	35.8
TIGR4_NEG_SP_1952-1855317-f	SP_1952	1855317	+	81	32.1
TIGR4_NEG_SP_1952-1855677-f	SP_1952	1855677	+	81	28.4
TIGR4_NEG_SP_1954-1858035-f	SP_1954	1858035	+	81	33.33
TIGR4_NEG_SP_1963-1870670-r	SP_1963	1870670	-	81	34.57
TIGR4_NEG_SP_1963-1870690-r	SP_1963	1870690	-	81	34.57
TIGR4_NEG_SP_1988-1891465-r	SP_1988	1891465	-	81	35.8
TIGR4_NEG_SP_1989-1893184-r	SP_1989	1893184	-	81	30.86
TIGR4_NEG_SP_1997-1899292-r	SP_1997	1899292	-	81	35.8
TIGR4_NEG_SP_1999-1903164-r	SP_1999	1903164	-	81	34.57
TIGR4_NEG_SP_2006-1914364-r	SP_2006	1914364	-	81	33.33
TIGR4_NEG_SP_2020-1925733-r	SP_2020	1925733	-	81	32.1
TIGR4_NEG_SP_2022-1928136-f	SP_2022	1928136	+	81	30.86
TIGR4_NEG_SP_2022-1928516-f	SP_2022	1928516	+	81	30.86
TIGR4_NEG_SP_2022-1928536-f	SP_2022	1928536	+	81	32.1
TIGR4_NEG_SP_2022-1928726-f	SP_2022	1928726	+	81	32.1
TIGR4_NEG_SP_2022-1928776-f	SP_2022	1928776	+	81	33.33
TIGR4_NEG_SP_2031-1937458-r	SP_2031	1937458	-	81	35.8
TIGR4_NEG_SP_2032-1938571-r	SP_2032	1938571	-	81	32.1
TIGR4_NEG_SP_2032-1938621-r	SP_2032	1938621	-	81	34.57
TIGR4_NEG_SP_2032-1939251-r	SP_2032	1939251	-	81	32.1
TIGR4_NEG_SP_2032-1939291-r	SP_2032	1939291	-	81	30.86
TIGR4_NEG_SP_2041-1947221-r	SP_2041	1947221	-	81	35.8
TIGR4_NEG_SP_2044-1948850-r	SP_2044	1948850	-	81	32.1
TIGR4_NEG_SP_2056-1957139-r	SP_2056	1957139	-	81	34.57
TIGR4_NEG_SP_2075-1983916-r	SP_2075	1983916	-	81	35.8
TIGR4_NEG_SP_2077-1987601-r	SP_2077	1987601	-	81	35.8
TIGR4_NEG_SP_2078-1988853-f	SP_2078	1988853	+	81	35.8
TIGR4_NEG_SP_2090-1998198-r	SP_2090	1998198	-	81	32.1
TIGR4_NEG_SP_2093-2001285-f	SP_2093	2001285	+	81	28.4
TIGR4_NEG_SP_2093-2001845-f	SP_2093	2001845	+	81	35.8
TIGR4_NEG_SP_2099-2007971-r	SP_2099	2007971	-	81	33.33
TIGR4_NEG_SP_2100-2009718-f	SP_2100	2009718	+	81	33.33
TIGR4_NEG_SP_2101-2011192-r	SP_2101	2011192	-	81	29.63
TIGR4_NEG_SP_2101-2011532-r	SP_2101	2011532	-	81	34.57
TIGR4_NEG_SP_2112-2026191-f	SP_2112	2026191	+	81	29.63
TIGR4_NEG_SP_2127-2038966-r	SP_2127	2038966	-	81	32.1
TIGR4_NEG_SP_2127-2039436-r	SP_2127	2039436	-	81	33.33
TIGR4_NEG_SP_2130-2041985-r	SP_2130	2041985	-	81	35.8
TIGR4_NEG_SP_2131-2042353-r	SP_2131	2042353	-	81	33.33
TIGR4_NEG_SP_2131-2043073-r	SP_2131	2043073	-	81	30.86
TIGR4_NEG_SP_2131-2043393-r	SP_2131	2043393	-	81	35.8
TIGR4_NEG_SP_2131-2043543-r	SP_2131	2043543	-	81	35.8
TIGR4_NEG_SP_2131-2043553-r	SP_2131	2043553	-	81	34.57
TIGR4_NEG_SP_2131-2043603-r	SP_2131	2043603	-	81	28.4
TIGR4_NEG_SP_2156-2070446-r	SP_2156	2070446	-	81	32.1
TIGR4_NEG_SP_2157-2071925-r	SP_2157	2071925	-	81	35.8
TIGR4_NEG_SP_2163-2081505-r	SP_2163	2081505	-	81	30.86
TIGR4_NEG_SP_2187-2106724-r	SP_2187	2106724	-	81	35.8
TIGR4_NEG_SP_2187-2107044-r	SP_2187	2107044	-	81	35.8
TIGR4_NEG_SP_2192-2112885-r	SP_2192	2112885	-	81	33.33
TIGR4_NEG_SP_2192-2113565-r	SP_2192	2113565	-	81	28.4
TIGR4_NEG_SP_2192-2113655-r	SP_2192	2113655	-	81	35.8
TIGR4_NEG_SP_2194-2115718-r	SP_2194	2115718	-	81	35.8
TIGR4_NEG_SP_2201-2122320-r	SP_2201	2122320	-	81	29.63
TIGR4_NEG_SP_2205-2125668-r	SP_2205	2125668	-	81	28.4
TIGR4_NEG_SP_2205-2126298-r	SP_2205	2126298	-	81	30.86
TIGR4_NEG_SP_2205-2126628-r	SP_2205	2126628	-	81	35.8
TIGR4_NEG_SP_2206-2127257-r	SP_2206	2127257	-	81	32.1
TIGR4_NEG_SP_2208-2128844-r	SP_2208	2128844	-	81	34.57
TIGR4_NEG_SP_2208-2128994-r	SP_2208	2128994	-	81	35.8
TIGR4_NEG_SP_2208-2129044-r	SP_2208	2129044	-	81	34.57
TIGR4_NEG_SP_2215-2134644-r	SP_2215	2134644	-	81	35.8
TIGR4_NEG_SP_2216-2135857-r	SP_2216	2135857	-	81	35.8
TIGR4_NEG_SP_2216-2136017-r	SP_2216	2136017	-	81	33.33
TIGR4_NEG_SP_2218-2137703-r	SP_2218	2137703	-	81	35.8
TIGR4_NEG_SP_2218-2137743-r	SP_2218	2137743	-	81	35.8
TIGR4_NEG_SP_2223-2141471-r	SP_2223	2141471	-	81	35.8
TIGR4_NEG_SP_2224-2142754-r	SP_2224	2142754	-	81	33.33
TIGR4_NEG_SP_2225-2143254-r	SP_2225	2143254	-	81	30.86
TIGR4_NEG_SP_2225-2143924-r	SP_2225	2143924	-	81	35.8
TIGR4_NEG_SP_2225-2143934-r	SP_2225	2143934	-	81	33.33
TIGR4_NEG_SP_2229-2147932-r	SP_2229	2147932	-	81	30.86
TIGR4_NEG_SP_2229-2147982-r	SP_2229	2147982	-	81	35.8
TIGR4_NEG_SP_2230-2149713-f	SP_2230	2149713	+	81	35.8
TIGR4_NEG_SP_2230-2149833-f	SP_2230	2149833	+	81	34.57
TIGR4_NEG_SP_2231-2150637-f	SP_2231	2150637	+	81	32.1
TIGR4_NEG_SP_2231-2150647-f	SP_2231	2150647	+	81	30.86
TIGR4_NEG_SP_2231-2150667-f	SP_2231	2150667	+	81	35.8
TIGR4_NEG_SP_2231-2150997-f	SP_2231	2150997	+	81	27.16
TIGR4_NEG_SP_2231-2151377-f	SP_2231	2151377	+	81	32.1
TIGR4_NEG_SP_2231-2151637-f	SP_2231	2151637	+	81	30.86
TIGR4_NEG_SP_2231-2151657-f	SP_2231	2151657	+	81	29.63
TIGR4_NEG_SP_2231-2151737-f	SP_2231	2151737	+	81	29.63
TIGR4_NEG_SP_2231-2151987-f	SP_2231	2151987	+	81	33.33
TIGR4_NEG_SP_2231-2152067-f	SP_2231	2152067	+	81	35.8
TIGR4_NEG_SP_2231-2152087-f	SP_2231	2152087	+	81	32.1
TIGR4_NEG_SP_2231-2152117-f	SP_2231	2152117	+	81	34.57
TIGR4_NEG_SP_2231-2152127-f	SP_2231	2152127	+	81	33.33
TIGR4_NEG_SP_2231-2152437-f	SP_2231	2152437	+	81	35.8
TIGR4_NEG_SP_2231-2152607-f	SP_2231	2152607	+	81	28.4
TIGR4_NEG_SP_2233-2154344-r	SP_2233	2154344	-	81	33.33
TIGR4_NEG_SP_2233-2154514-r	SP_2233	2154514	-	81	30.86
TIGR4_NEG_SP_2234-2155210-f	SP_2234	2155210	+	81	29.63
TIGR4_NEG_SP_2239-2159427-f	SP_2239	2159427	+	81	35.8
TIGR4_NEG_SP_2239-2159807-f	SP_2239	2159807	+	81	35.8
TIGR4_NEG_SP_2239-2159827-f	SP_2239	2159827	+	81	32.1
TIGR4_NEG_SP_RS00180-29836-r	SP_RS00180	29836	-	81	34.57
TIGR4_NEG_SP_RS01495-279297-f	SP_RS01495	279297	+	81	34.57
TIGR4_NEG_SP_RS01495-279517-f	SP_RS01495	279517	+	81	34.57
TIGR4_NEG_SP_RS01495-279817-f	SP_RS01495	279817	+	81	34.57
TIGR4_NEG_SP_RS01495-280097-f	SP_RS01495	280097	+	81	33.33
TIGR4_NEG_SP_RS01495-280117-f	SP_RS01495	280117	+	81	34.57
TIGR4_NEG_SP_RS01495-280187-f	SP_RS01495	280187	+	81	27.16
TIGR4_NEG_SP_RS01495-280407-f	SP_RS01495	280407	+	81	35.8
TIGR4_NEG_SP_RS01740-330748-f	SP_RS01740	330748	+	81	32.1
TIGR4_NEG_SP_RS01740-330788-f	SP_RS01740	330788	+	81	27.16
TIGR4_NEG_SP_RS01740-330888-f	SP_RS01740	330888	+	81	28.4
