Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_1182-1120237-f	SP_1182	1120237	+	81	34.57
TIGR4_NEG_SP_1191-1128199-r	SP_1191	1128199	-	81	37.04
TIGR4_NEG_SP_1200-1133664-r	SP_1200	1133664	-	81	45.68
TIGR4_NEG_SP_1200-1134074-r	SP_1200	1134074	-	81	50.62
TIGR4_NEG_SP_1201-1134796-r	SP_1201	1134796	-	81	44.44
TIGR4_NEG_SP_1201-1135046-r	SP_1201	1135046	-	81	44.44
TIGR4_NEG_SP_1207-1139854-r	SP_1207	1139854	-	81	41.98
TIGR4_NEG_SP_1213-1143699-r	SP_1213	1143699	-	81	40.74
TIGR4_NEG_SP_1213-1143749-r	SP_1213	1143749	-	81	44.44
TIGR4_NEG_SP_1215-1146106-r	SP_1215	1146106	-	81	35.8
TIGR4_NEG_SP_1219-1148090-r	SP_1219	1148090	-	81	41.98
TIGR4_NEG_SP_1221-1151448-r	SP_1221	1151448	-	81	30.86
TIGR4_NEG_SP_1221-1151488-r	SP_1221	1151488	-	81	37.04
TIGR4_NEG_SP_1221-1152698-r	SP_1221	1152698	-	81	37.04
TIGR4_NEG_SP_1221-1152898-r	SP_1221	1152898	-	81	39.51
TIGR4_NEG_SP_1221-1153878-r	SP_1221	1153878	-	81	38.27
TIGR4_NEG_SP_1222-1155897-r	SP_1222	1155897	-	81	32.1
TIGR4_NEG_SP_1225-1157662-r	SP_1225	1157662	-	81	43.21
TIGR4_NEG_SP_1227-1159525-r	SP_1227	1159525	-	81	45.68
TIGR4_NEG_SP_1229-1162358-r	SP_1229	1162358	-	81	49.38
TIGR4_NEG_SP_1237-1167850-r	SP_1237	1167850	-	81	30.86
TIGR4_NEG_SP_1241-1172851-f	SP_1241	1172851	+	81	38.27
TIGR4_NEG_SP_1243-1175225-f	SP_1243	1175225	+	81	53.09
TIGR4_NEG_SP_1244-1176498-r	SP_1244	1176498	-	81	51.85
TIGR4_NEG_SP_1244-1176938-r	SP_1244	1176938	-	81	44.44
TIGR4_NEG_SP_1244-1177098-r	SP_1244	1177098	-	81	38.27
TIGR4_NEG_SP_1247-1180680-r	SP_1247	1180680	-	81	45.68
TIGR4_NEG_SP_1251-1187200-r	SP_1251	1187200	-	81	28.4
TIGR4_NEG_SP_1262-1194574-f	SP_1262	1194574	+	81	43.21
TIGR4_NEG_SP_1262-1194804-f	SP_1262	1194804	+	81	35.8
TIGR4_NEG_SP_1263-1195705-r	SP_1263	1195705	-	81	44.44
TIGR4_NEG_SP_1270-1203453-r	SP_1270	1203453	-	81	49.38
TIGR4_NEG_SP_1274-1207285-f	SP_1274	1207285	+	81	37.04
TIGR4_NEG_SP_1275-1209469-r	SP_1275	1209469	-	81	40.74
TIGR4_NEG_SP_1287-1222810-r	SP_1287	1222810	-	81	49.38
TIGR4_NEG_SP_1287-1222830-r	SP_1287	1222830	-	81	43.21
TIGR4_NEG_SP_1290-1224675-f	SP_1290	1224675	+	81	54.32
TIGR4_NEG_SP_1290-1225165-f	SP_1290	1225165	+	81	48.15
TIGR4_NEG_SP_1292-1226971-f	SP_1292	1226971	+	81	27.16
TIGR4_NEG_SP_1299-1231130-f	SP_1299	1231130	+	81	48.15
TIGR4_NEG_SP_1336-1259105-r	SP_1336	1259105	-	81	44.44
TIGR4_NEG_SP_1337-1260750-r	SP_1337	1260750	-	81	44.44
TIGR4_NEG_SP_1343-1266678-r	SP_1343	1266678	-	81	37.04
TIGR4_NEG_SP_1343-1267478-r	SP_1343	1267478	-	81	25.93
TIGR4_NEG_SP_1344-1268721-r	SP_1344	1268721	-	81	25.93
TIGR4_NEG_SP_1357-1278928-r	SP_1357	1278928	-	81	40.74
TIGR4_NEG_SP_1358-1280661-r	SP_1358	1280661	-	81	43.21
TIGR4_NEG_SP_1359-1281023-r	SP_1359	1281023	-	81	45.68
TIGR4_NEG_SP_1360-1282666-r	SP_1360	1282666	-	81	44.44
TIGR4_NEG_SP_1360-1282796-r	SP_1360	1282796	-	81	53.09
TIGR4_NEG_SP_1361-1283547-r	SP_1361	1283547	-	81	45.68
TIGR4_NEG_SP_1363-1285821-r	SP_1363	1285821	-	81	33.33
TIGR4_NEG_SP_1371-1294793-r	SP_1371	1294793	-	81	41.98
TIGR4_NEG_SP_1372-1295298-r	SP_1372	1295298	-	81	39.51
TIGR4_NEG_SP_1374-1297090-r	SP_1374	1297090	-	81	49.38
TIGR4_NEG_SP_1374-1297270-r	SP_1374	1297270	-	81	53.09
TIGR4_NEG_SP_1375-1298746-r	SP_1375	1298746	-	81	46.91
TIGR4_NEG_SP_1382-1305233-f	SP_1382	1305233	+	81	48.15
TIGR4_NEG_SP_1383-1306717-r	SP_1383	1306717	-	81	43.21
TIGR4_NEG_SP_1396-1319994-r	SP_1396	1319994	-	81	45.68
TIGR4_NEG_SP_1398-1321599-r	SP_1398	1321599	-	81	51.85
TIGR4_NEG_SP_1399-1322653-r	SP_1399	1322653	-	81	43.21
TIGR4_NEG_SP_1400-1323740-r	SP_1400	1323740	-	81	50.62
TIGR4_NEG_SP_1402-1325132-r	SP_1402	1325132	-	81	51.85
TIGR4_NEG_SP_1402-1325342-r	SP_1402	1325342	-	81	48.15
TIGR4_NEG_SP_1420-1340889-r	SP_1420	1340889	-	81	50.62
TIGR4_NEG_SP_1429-1347667-r	SP_1429	1347667	-	81	44.44
TIGR4_NEG_SP_1438-1357978-f	SP_1438	1357978	+	81	34.57
TIGR4_NEG_SP_1449-1369486-r	SP_1449	1369486	-	81	38.27
TIGR4_NEG_SP_1451-1370722-r	SP_1451	1370722	-	81	46.91
TIGR4_NEG_SP_1461-1376713-r	SP_1461	1376713	-	81	48.15
TIGR4_NEG_SP_1472-1385130-f	SP_1472	1385130	+	81	43.21
TIGR4_NEG_SP_1472-1385630-f	SP_1472	1385630	+	81	48.15
TIGR4_NEG_SP_1472-1385720-f	SP_1472	1385720	+	81	49.38
TIGR4_NEG_SP_1478-1391385-r	SP_1478	1391385	-	81	43.21
TIGR4_NEG_SP_1478-1391605-r	SP_1478	1391605	-	81	44.44
TIGR4_NEG_SP_1489-1400256-r	SP_1489	1400256	-	81	51.85
TIGR4_NEG_SP_1500-1408915-r	SP_1500	1408915	-	81	43.21
TIGR4_NEG_SP_1504-1413458-r	SP_1504	1413458	-	81	41.98
TIGR4_NEG_SP_1505-1414157-r	SP_1505	1414157	-	81	35.8
TIGR4_NEG_SP_1505-1414397-r	SP_1505	1414397	-	81	39.51
TIGR4_NEG_SP_1505-1414567-r	SP_1505	1414567	-	81	30.86
TIGR4_NEG_SP_1510-1419361-r	SP_1510	1419361	-	81	44.44
TIGR4_NEG_SP_1517-1424978-r	SP_1517	1424978	-	81	48.15
TIGR4_NEG_SP_1518-1425961-r	SP_1518	1425961	-	81	41.98
TIGR4_NEG_SP_1521-1428242-r	SP_1521	1428242	-	81	45.68
TIGR4_NEG_SP_1523-1430282-r	SP_1523	1430282	-	81	55.56
TIGR4_NEG_SP_1523-1432002-r	SP_1523	1432002	-	81	37.04
TIGR4_NEG_SP_1529-1440307-r	SP_1529	1440307	-	81	49.38
TIGR4_NEG_SP_1534-1444932-r	SP_1534	1444932	-	81	39.51
TIGR4_NEG_SP_1534-1445022-r	SP_1534	1445022	-	81	49.38
TIGR4_NEG_SP_1536-1446117-r	SP_1536	1446117	-	81	40.74
TIGR4_NEG_SP_1538-1447531-r	SP_1538	1447531	-	81	30.86
TIGR4_NEG_SP_1542-1450582-r	SP_1542	1450582	-	81	39.51
TIGR4_NEG_SP_1544-1452392-r	SP_1544	1452392	-	81	46.91
TIGR4_NEG_SP_1544-1452552-r	SP_1544	1452552	-	81	43.21
TIGR4_NEG_SP_1551-1458595-r	SP_1551	1458595	-	81	48.15
TIGR4_NEG_SP_1551-1459245-r	SP_1551	1459245	-	81	43.21
TIGR4_NEG_SP_1553-1463612-r	SP_1553	1463612	-	81	49.38
TIGR4_NEG_SP_1559-1468688-r	SP_1559	1468688	-	81	43.21
TIGR4_NEG_SP_1565-1473620-r	SP_1565	1473620	-	81	46.91
TIGR4_NEG_SP_1568-1475837-r	SP_1568	1475837	-	81	45.68
TIGR4_NEG_SP_1569-1476793-r	SP_1569	1476793	-	81	44.44
TIGR4_NEG_SP_1578-1484316-r	SP_1578	1484316	-	81	35.8
TIGR4_NEG_SP_1580-1485915-r	SP_1580	1485915	-	81	35.8
TIGR4_NEG_SP_1583-1488189-r	SP_1583	1488189	-	81	38.27
TIGR4_NEG_SP_1588-1493798-f	SP_1588	1493798	+	81	43.21
TIGR4_NEG_SP_1593-1498857-r	SP_1593	1498857	-	81	30.86
TIGR4_NEG_SP_1601-1505114-r	SP_1601	1505114	-	81	45.68
TIGR4_NEG_SP_1612-1513297-f	SP_1612	1513297	+	81	24.69
TIGR4_NEG_SP_1615-1515819-r	SP_1615	1515819	-	81	43.21
TIGR4_NEG_SP_1615-1515879-r	SP_1615	1515879	-	81	43.21
TIGR4_NEG_SP_1615-1516789-r	SP_1615	1516789	-	81	39.51
TIGR4_NEG_SP_1621-1520837-r	SP_1621	1520837	-	81	41.98
TIGR4_NEG_SP_1623-1523488-r	SP_1623	1523488	-	81	44.44
TIGR4_NEG_SP_1623-1524238-r	SP_1623	1524238	-	81	51.85
TIGR4_NEG_SP_1623-1524378-r	SP_1623	1524378	-	81	43.21
TIGR4_NEG_SP_1623-1524958-r	SP_1623	1524958	-	81	45.68
TIGR4_NEG_SP_1623-1525418-r	SP_1623	1525418	-	81	46.91
TIGR4_NEG_SP_1631-1530666-f	SP_1631	1530666	+	81	44.44
TIGR4_NEG_SP_1631-1531386-f	SP_1631	1531386	+	81	45.68
TIGR4_NEG_SP_1632-1533238-r	SP_1632	1533238	-	81	44.44
TIGR4_NEG_SP_1634-1534948-f	SP_1634	1534948	+	81	39.51
TIGR4_NEG_SP_1638-1537709-f	SP_1638	1537709	+	81	49.38
TIGR4_NEG_SP_1639-1538411-r	SP_1639	1538411	-	81	34.57
TIGR4_NEG_SP_1641-1540564-f	SP_1641	1540564	+	81	33.33
TIGR4_NEG_SP_1645-1542661-r	SP_1645	1542661	-	81	49.38
TIGR4_NEG_SP_1645-1543381-r	SP_1645	1543381	-	81	46.91
TIGR4_NEG_SP_1645-1543441-r	SP_1645	1543441	-	81	45.68
TIGR4_NEG_SP_1645-1543711-r	SP_1645	1543711	-	81	44.44
TIGR4_NEG_SP_1647-1546024-r	SP_1647	1546024	-	81	44.44
TIGR4_NEG_SP_1648-1548427-f	SP_1648	1548427	+	81	46.91
TIGR4_NEG_SP_1649-1548976-f	SP_1649	1548976	+	81	41.98
TIGR4_NEG_SP_1650-1550056-f	SP_1650	1550056	+	81	41.98
TIGR4_NEG_SP_1652-1552455-r	SP_1652	1552455	-	81	44.44
TIGR4_NEG_SP_1659-1561405-r	SP_1659	1561405	-	81	44.44
TIGR4_NEG_SP_1661-1562935-r	SP_1661	1562935	-	81	38.27
TIGR4_NEG_SP_1662-1563882-r	SP_1662	1563882	-	81	37.04
TIGR4_NEG_SP_1667-1567288-r	SP_1667	1567288	-	81	46.91
TIGR4_NEG_SP_1667-1567548-r	SP_1667	1567548	-	81	41.98
TIGR4_NEG_SP_1668-1568580-r	SP_1668	1568580	-	81	37.04
TIGR4_NEG_SP_1671-1571640-r	SP_1671	1571640	-	81	44.44
TIGR4_NEG_SP_1673-1573836-r	SP_1673	1573836	-	81	51.85
TIGR4_NEG_SP_1673-1574126-r	SP_1673	1574126	-	81	39.51
TIGR4_NEG_SP_1675-1576710-r	SP_1675	1576710	-	81	46.91
TIGR4_NEG_SP_1683-1583047-r	SP_1683	1583047	-	81	38.27
TIGR4_NEG_SP_1683-1583057-r	SP_1683	1583057	-	81	35.8
TIGR4_NEG_SP_1695-1600308-r	SP_1695	1600308	-	81	46.91
TIGR4_NEG_SP_1698-1603657-r	SP_1698	1603657	-	81	48.15
TIGR4_NEG_SP_1702-1607652-r	SP_1702	1607652	-	81	53.09
TIGR4_NEG_SP_1702-1608022-r	SP_1702	1608022	-	81	44.44
TIGR4_NEG_SP_1703-1609361-r	SP_1703	1609361	-	81	40.74
TIGR4_NEG_SP_1709-1613261-r	SP_1709	1613261	-	81	44.44
TIGR4_NEG_SP_1711-1615355-r	SP_1711	1615355	-	81	40.74
TIGR4_NEG_SP_1716-1619875-r	SP_1716	1619875	-	81	40.74
TIGR4_NEG_SP_1721-1624657-r	SP_1721	1624657	-	81	50.62
TIGR4_NEG_SP_1722-1625303-r	SP_1722	1625303	-	81	35.8
TIGR4_NEG_SP_1722-1625373-r	SP_1722	1625373	-	81	49.38
TIGR4_NEG_SP_1726-1630947-r	SP_1726	1630947	-	81	53.09
TIGR4_NEG_SP_1729-1633190-r	SP_1729	1633190	-	81	41.98
TIGR4_NEG_SP_1732-1635739-r	SP_1732	1635739	-	81	45.68
TIGR4_NEG_SP_1732-1636109-r	SP_1732	1636109	-	81	53.09
TIGR4_NEG_SP_1735-1639336-r	SP_1735	1639336	-	81	49.38
TIGR4_NEG_SP_1736-1640574-r	SP_1736	1640574	-	81	45.68
TIGR4_NEG_SP_1739-1644081-r	SP_1739	1644081	-	81	45.68
TIGR4_NEG_SP_1739-1644481-r	SP_1739	1644481	-	81	41.98
TIGR4_NEG_SP_1742-1646755-r	SP_1742	1646755	-	81	50.62
TIGR4_NEG_SP_1747-1649231-r	SP_1747	1649231	-	81	56.79
TIGR4_NEG_SP_1749-1650907-r	SP_1749	1650907	-	81	43.21
TIGR4_NEG_SP_1754-1655439-f	SP_1754	1655439	+	81	40.74
TIGR4_NEG_SP_1762-1664872-r	SP_1762	1664872	-	81	33.33
TIGR4_NEG_SP_1762-1664932-r	SP_1762	1664932	-	81	39.51
TIGR4_NEG_SP_1763-1666172-r	SP_1763	1666172	-	81	32.1
TIGR4_NEG_SP_1763-1666552-r	SP_1763	1666552	-	81	43.21
TIGR4_NEG_SP_1766-1669496-r	SP_1766	1669496	-	81	32.1
TIGR4_NEG_SP_1767-1670907-r	SP_1767	1670907	-	81	37.04
TIGR4_NEG_SP_1767-1671147-r	SP_1767	1671147	-	81	39.51
TIGR4_NEG_SP_1767-1671497-r	SP_1767	1671497	-	81	37.04
TIGR4_NEG_SP_1767-1672087-r	SP_1767	1672087	-	81	35.8
TIGR4_NEG_SP_1771-1676822-r	SP_1771	1676822	-	81	38.27
TIGR4_NEG_SP_1772-1678927-r	SP_1772	1678927	-	81	55.56
TIGR4_NEG_SP_1772-1679067-r	SP_1772	1679067	-	81	51.85
TIGR4_NEG_SP_1772-1680477-r	SP_1772	1680477	-	81	56.79
TIGR4_NEG_SP_1772-1681977-r	SP_1772	1681977	-	81	56.79
TIGR4_NEG_SP_1772-1683857-r	SP_1772	1683857	-	81	55.56
TIGR4_NEG_SP_1772-1684117-r	SP_1772	1684117	-	81	55.56
TIGR4_NEG_SP_1772-1686767-r	SP_1772	1686767	-	81	51.85
TIGR4_NEG_SP_1772-1687937-r	SP_1772	1687937	-	81	56.79
TIGR4_NEG_SP_1772-1688377-r	SP_1772	1688377	-	81	54.32
TIGR4_NEG_SP_1772-1690027-r	SP_1772	1690027	-	81	58.02
TIGR4_NEG_SP_1772-1690507-r	SP_1772	1690507	-	81	53.09
TIGR4_NEG_SP_1772-1692257-r	SP_1772	1692257	-	81	51.85
TIGR4_NEG_SP_1777-1695481-f	SP_1777	1695481	+	81	49.38
TIGR4_NEG_SP_1780-1698178-r	SP_1780	1698178	-	81	50.62
TIGR4_NEG_SP_1784-1702535-r	SP_1784	1702535	-	81	39.51
TIGR4_NEG_SP_1785-1702992-r	SP_1785	1702992	-	81	45.68
TIGR4_NEG_SP_1790-1705735-f	SP_1790	1705735	+	81	45.68
TIGR4_NEG_SP_1790-1706005-f	SP_1790	1706005	+	81	43.21
TIGR4_NEG_SP_1792-1707383-r	SP_1792	1707383	-	81	40.74
TIGR4_NEG_SP_1798-1714447-r	SP_1798	1714447	-	81	35.8
TIGR4_NEG_SP_1800-1716888-r	SP_1800	1716888	-	81	32.1
TIGR4_NEG_SP_1811-1724582-r	SP_1811	1724582	-	81	50.62
TIGR4_NEG_SP_1812-1726061-r	SP_1812	1726061	-	81	49.38
TIGR4_NEG_SP_1812-1726321-r	SP_1812	1726321	-	81	44.44
TIGR4_NEG_SP_1817-1729960-r	SP_1817	1729960	-	81	35.8
TIGR4_NEG_SP_1817-1730420-r	SP_1817	1730420	-	81	46.91
TIGR4_NEG_SP_1833-1743823-r	SP_1833	1743823	-	81	34.57
TIGR4_NEG_SP_1837-1746442-r	SP_1837	1746442	-	81	43.21
TIGR4_NEG_SP_1840-1750887-r	SP_1840	1750887	-	81	41.98
TIGR4_NEG_SP_1840-1751727-r	SP_1840	1751727	-	81	44.44
TIGR4_NEG_SP_1841-1752298-r	SP_1841	1752298	-	81	45.68
TIGR4_NEG_SP_1848-1756418-f	SP_1848	1756418	+	81	53.09
TIGR4_NEG_SP_1850-1758098-r	SP_1850	1758098	-	81	34.57
TIGR4_NEG_SP_1854-1762471-f	SP_1854	1762471	+	81	38.27
TIGR4_NEG_SP_1857-1764859-r	SP_1857	1764859	-	81	39.51
TIGR4_NEG_SP_1874-1778744-r	SP_1874	1778744	-	81	50.62
TIGR4_NEG_SP_1875-1779683-r	SP_1875	1779683	-	81	48.15
TIGR4_NEG_SP_1883-1785789-r	SP_1883	1785789	-	81	39.51
TIGR4_NEG_SP_1883-1786299-r	SP_1883	1786299	-	81	41.98
TIGR4_NEG_SP_1888-1792497-r	SP_1888	1792497	-	81	40.74
TIGR4_NEG_SP_1888-1792807-r	SP_1888	1792807	-	81	44.44
TIGR4_NEG_SP_1890-1794449-r	SP_1890	1794449	-	81	43.21
TIGR4_NEG_SP_1891-1796222-r	SP_1891	1796222	-	81	41.98
TIGR4_NEG_SP_1891-1796612-r	SP_1891	1796612	-	81	41.98
TIGR4_NEG_SP_1891-1797302-r	SP_1891	1797302	-	81	40.74
TIGR4_NEG_SP_1891-1797352-r	SP_1891	1797352	-	81	32.1
TIGR4_NEG_SP_1893-1798516-r	SP_1893	1798516	-	81	39.51
TIGR4_NEG_SP_1898-1805225-r	SP_1898	1805225	-	81	32.1
TIGR4_NEG_SP_1898-1805295-r	SP_1898	1805295	-	81	41.98
TIGR4_NEG_SP_1898-1805935-r	SP_1898	1805935	-	81	45.68
TIGR4_NEG_SP_1899-1806925-f	SP_1899	1806925	+	81	38.27
TIGR4_NEG_SP_1901-1816065-r	SP_1901	1816065	-	81	32.1
TIGR4_NEG_SP_1902-1817038-f	SP_1902	1817038	+	81	29.63
TIGR4_NEG_SP_1906-1821002-r	SP_1906	1821002	-	81	48.15
TIGR4_NEG_SP_1908-1822600-r	SP_1908	1822600	-	81	48.15
TIGR4_NEG_SP_1917-1827520-r	SP_1917	1827520	-	81	40.74
TIGR4_NEG_SP_1923-1832416-r	SP_1923	1832416	-	81	49.38
TIGR4_NEG_SP_1933-1837652-r	SP_1933	1837652	-	81	34.57
TIGR4_NEG_SP_1937-1840815-r	SP_1937	1840815	-	81	45.68
TIGR4_NEG_SP_1937-1841155-r	SP_1937	1841155	-	81	45.68
TIGR4_NEG_SP_1940-1844273-r	SP_1940	1844273	-	81	48.15
TIGR4_NEG_SP_1950-1852612-f	SP_1950	1852612	+	81	27.16
TIGR4_NEG_SP_1950-1853392-f	SP_1950	1853392	+	81	24.69
TIGR4_NEG_SP_1959-1862181-r	SP_1959	1862181	-	81	40.74
TIGR4_NEG_SP_1960-1862835-r	SP_1960	1862835	-	81	51.85
TIGR4_NEG_SP_1960-1863055-r	SP_1960	1863055	-	81	44.44
TIGR4_NEG_SP_1960-1864915-r	SP_1960	1864915	-	81	49.38
TIGR4_NEG_SP_1960-1865315-r	SP_1960	1865315	-	81	45.68
TIGR4_NEG_SP_1960-1865885-r	SP_1960	1865885	-	81	49.38
TIGR4_NEG_SP_1960-1865965-r	SP_1960	1865965	-	81	45.68
TIGR4_NEG_SP_1961-1867495-r	SP_1961	1867495	-	81	48.15
TIGR4_NEG_SP_1961-1867705-r	SP_1961	1867705	-	81	45.68
TIGR4_NEG_SP_1961-1868025-r	SP_1961	1868025	-	81	50.62
TIGR4_NEG_SP_1961-1868125-r	SP_1961	1868125	-	81	45.68
TIGR4_NEG_SP_1961-1869395-r	SP_1961	1869395	-	81	45.68
TIGR4_NEG_SP_1963-1870970-r	SP_1963	1870970	-	81	44.44
TIGR4_NEG_SP_1963-1871330-r	SP_1963	1871330	-	81	43.21
TIGR4_NEG_SP_1970-1877182-r	SP_1970	1877182	-	81	41.98
TIGR4_NEG_SP_1973-1879135-r	SP_1973	1879135	-	81	44.44
TIGR4_NEG_SP_1976-1881166-r	SP_1976	1881166	-	81	41.98
TIGR4_NEG_SP_1981-1885878-r	SP_1981	1885878	-	81	48.15
TIGR4_NEG_SP_1994-1897509-r	SP_1994	1897509	-	81	40.74
TIGR4_NEG_SP_2012-1919182-r	SP_2012	1919182	-	81	43.21
TIGR4_NEG_SP_2013-1920586-r	SP_2013	1920586	-	81	28.4
TIGR4_NEG_SP_2017-1923884-f	SP_2017	1923884	+	81	44.44
TIGR4_NEG_SP_2021-1926707-f	SP_2021	1926707	+	81	38.27
TIGR4_NEG_SP_2021-1926777-f	SP_2021	1926777	+	81	35.8
TIGR4_NEG_SP_2022-1928096-f	SP_2022	1928096	+	81	32.1
TIGR4_NEG_SP_2022-1928356-f	SP_2022	1928356	+	81	32.1
TIGR4_NEG_SP_2026-1930905-r	SP_2026	1930905	-	81	37.04
TIGR4_NEG_SP_2026-1931885-r	SP_2026	1931885	-	81	44.44
TIGR4_NEG_SP_2026-1932915-r	SP_2026	1932915	-	81	51.85
TIGR4_NEG_SP_2027-1933786-r	SP_2027	1933786	-	81	41.98
TIGR4_NEG_SP_2030-1936538-r	SP_2030	1936538	-	81	40.74
TIGR4_NEG_SP_2044-1948430-r	SP_2044	1948430	-	81	40.74
TIGR4_NEG_SP_2045-1949611-r	SP_2045	1949611	-	81	45.68
TIGR4_NEG_SP_2052-1953041-r	SP_2052	1953041	-	81	44.44
TIGR4_NEG_SP_2053-1954395-r	SP_2053	1954395	-	81	40.74
TIGR4_NEG_SP_2055-1955518-r	SP_2055	1955518	-	81	38.27
TIGR4_NEG_SP_2055-1955588-r	SP_2055	1955588	-	81	45.68
TIGR4_NEG_SP_2056-1956629-r	SP_2056	1956629	-	81	48.15
TIGR4_NEG_SP_2056-1957299-r	SP_2056	1957299	-	81	38.27
TIGR4_NEG_SP_2057-1957783-r	SP_2057	1957783	-	81	45.68
TIGR4_NEG_SP_2057-1958013-r	SP_2057	1958013	-	81	37.04
TIGR4_NEG_SP_2057-1958203-r	SP_2057	1958203	-	81	45.68
TIGR4_NEG_SP_2057-1958553-r	SP_2057	1958553	-	81	37.04
TIGR4_NEG_SP_2057-1958743-r	SP_2057	1958743	-	81	35.8
TIGR4_NEG_SP_2059-1961160-f	SP_2059	1961160	+	81	41.98
TIGR4_NEG_SP_2059-1961190-f	SP_2059	1961190	+	81	39.51
TIGR4_NEG_SP_2059-1961390-f	SP_2059	1961390	+	81	39.51
TIGR4_NEG_SP_2061-1962686-r	SP_2061	1962686	-	81	38.27
TIGR4_NEG_SP_2063-1963974-r	SP_2063	1963974	-	81	44.44
TIGR4_NEG_SP_2065-1965886-r	SP_2065	1965886	-	81	43.21
TIGR4_NEG_SP_2069-1977467-r	SP_2069	1977467	-	81	45.68
TIGR4_NEG_SP_2075-1983666-r	SP_2075	1983666	-	81	48.15
TIGR4_NEG_SP_2075-1984496-r	SP_2075	1984496	-	81	38.27
TIGR4_NEG_SP_2085-1994750-f	SP_2085	1994750	+	81	37.04
TIGR4_NEG_SP_2089-1997758-f	SP_2089	1997758	+	81	40.74
TIGR4_NEG_SP_2090-1998408-r	SP_2090	1998408	-	81	32.1
TIGR4_NEG_SP_2092-2000238-f	SP_2092	2000238	+	81	49.38
TIGR4_NEG_SP_2093-2001505-f	SP_2093	2001505	+	81	22.22
TIGR4_NEG_SP_2097-2005037-r	SP_2097	2005037	-	81	55.56
TIGR4_NEG_SP_2098-2006225-r	SP_2098	2006225	-	81	37.04
TIGR4_NEG_SP_2099-2007361-r	SP_2099	2007361	-	81	37.04
TIGR4_NEG_SP_2100-2010028-f	SP_2100	2010028	+	81	44.44
TIGR4_NEG_SP_2101-2012162-r	SP_2101	2012162	-	81	37.04
TIGR4_NEG_SP_2107-2018743-r	SP_2107	2018743	-	81	48.15
TIGR4_NEG_SP_2107-2019883-r	SP_2107	2019883	-	81	41.98
TIGR4_NEG_SP_2107-2020013-r	SP_2107	2020013	-	81	44.44
TIGR4_NEG_SP_2108-2021050-f	SP_2108	2021050	+	81	48.15
TIGR4_NEG_SP_2108-2021420-f	SP_2108	2021420	+	81	40.74
TIGR4_NEG_SP_2108-2021510-f	SP_2108	2021510	+	81	40.74
TIGR4_NEG_SP_2108-2021590-f	SP_2108	2021590	+	81	40.74
TIGR4_NEG_SP_2109-2022337-f	SP_2109	2022337	+	81	33.33
TIGR4_NEG_SP_2112-2025621-f	SP_2112	2025621	+	81	46.91
TIGR4_NEG_SP_2113-2026639-r	SP_2113	2026639	-	81	35.8
TIGR4_NEG_SP_2114-2027948-r	SP_2114	2027948	-	81	51.85
TIGR4_NEG_SP_2122-2034875-r	SP_2122	2034875	-	81	43.21
TIGR4_NEG_SP_2131-2042873-r	SP_2131	2042873	-	81	34.57
TIGR4_NEG_SP_2144-2056964-r	SP_2144	2056964	-	81	50.62
TIGR4_NEG_SP_2145-2058196-f	SP_2145	2058196	+	81	40.74
TIGR4_NEG_SP_2145-2058306-f	SP_2145	2058306	+	81	46.91
TIGR4_NEG_SP_2145-2058536-f	SP_2145	2058536	+	81	44.44
TIGR4_NEG_SP_2145-2059366-f	SP_2145	2059366	+	81	48.15
TIGR4_NEG_SP_2145-2059486-f	SP_2145	2059486	+	81	35.8
TIGR4_NEG_SP_2146-2061050-r	SP_2146	2061050	-	81	50.62
TIGR4_NEG_SP_2152-2066918-f	SP_2152	2066918	+	81	38.27
TIGR4_NEG_SP_2156-2070226-r	SP_2156	2070226	-	81	48.15
TIGR4_NEG_SP_2157-2071245-r	SP_2157	2071245	-	81	45.68
TIGR4_NEG_SP_2171-2089571-r	SP_2171	2089571	-	81	34.57
TIGR4_NEG_SP_2171-2089591-r	SP_2171	2089591	-	81	38.27
TIGR4_NEG_SP_2173-2091030-r	SP_2173	2091030	-	81	37.04
TIGR4_NEG_SP_2185-2103369-r	SP_2185	2103369	-	81	45.68
TIGR4_NEG_SP_2186-2105657-r	SP_2186	2105657	-	81	46.91
TIGR4_NEG_SP_2190-2111555-r	SP_2190	2111555	-	81	48.15
TIGR4_NEG_SP_2192-2113155-r	SP_2192	2113155	-	81	37.04
TIGR4_NEG_SP_2197-2119757-r	SP_2197	2119757	-	81	40.74
TIGR4_NEG_SP_2201-2121920-r	SP_2201	2121920	-	81	35.8
TIGR4_NEG_SP_2205-2126568-r	SP_2205	2126568	-	81	39.51
TIGR4_NEG_SP_2206-2127387-r	SP_2206	2127387	-	81	30.86
TIGR4_NEG_SP_2208-2128814-r	SP_2208	2128814	-	81	34.57
TIGR4_NEG_SP_2220-2139277-r	SP_2220	2139277	-	81	34.57
TIGR4_NEG_SP_2221-2140061-r	SP_2221	2140061	-	81	35.8
TIGR4_NEG_SP_2221-2140091-r	SP_2221	2140091	-	81	40.74
TIGR4_NEG_SP_2225-2143324-r	SP_2225	2143324	-	81	39.51
TIGR4_NEG_SP_2228-2146492-r	SP_2228	2146492	-	81	46.91
TIGR4_NEG_SP_2230-2149723-f	SP_2230	2149723	+	81	35.8
TIGR4_NEG_SP_2231-2152377-f	SP_2231	2152377	+	81	22.22
TIGR4_NEG_SP_2231-2152607-f	SP_2231	2152607	+	81	28.4
