Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_0461-437253-r	SP_0461	437253	-	81	38.27
TIGR4_NEG_SP_0462-438568-f	SP_0462	438568	+	81	48.15
TIGR4_NEG_SP_0462-438658-f	SP_0462	438658	+	81	44.44
TIGR4_NEG_SP_0462-439518-f	SP_0462	439518	+	81	27.16
TIGR4_NEG_SP_0462-439948-f	SP_0462	439948	+	81	38.27
TIGR4_NEG_SP_0462-440298-f	SP_0462	440298	+	81	39.51
TIGR4_NEG_SP_0462-440638-f	SP_0462	440638	+	81	35.8
TIGR4_NEG_SP_0463-441632-f	SP_0463	441632	+	81	34.57
TIGR4_NEG_SP_0463-441962-f	SP_0463	441962	+	81	39.51
TIGR4_NEG_SP_0463-441992-f	SP_0463	441992	+	81	35.8
TIGR4_NEG_SP_0463-443002-f	SP_0463	443002	+	81	41.98
TIGR4_NEG_SP_0463-443012-f	SP_0463	443012	+	81	43.21
TIGR4_NEG_SP_0466-445035-f	SP_0466	445035	+	81	46.91
TIGR4_NEG_SP_0467-446040-f	SP_0467	446040	+	81	53.09
TIGR4_NEG_SP_0469-448098-r	SP_0469	448098	-	81	37.04
TIGR4_NEG_SP_0469-448238-r	SP_0469	448238	-	81	46.91
TIGR4_NEG_SP_0469-448388-r	SP_0469	448388	-	81	33.33
TIGR4_NEG_SP_0473-450879-r	SP_0473	450879	-	81	35.8
TIGR4_NEG_SP_0473-451329-r	SP_0473	451329	-	81	30.86
TIGR4_NEG_SP_0473-451629-r	SP_0473	451629	-	81	35.8
TIGR4_NEG_SP_0479-460248-r	SP_0479	460248	-	81	40.74
TIGR4_NEG_SP_0480-461221-r	SP_0480	461221	-	81	40.74
TIGR4_NEG_SP_0483-464575-f	SP_0483	464575	+	81	41.98
TIGR4_NEG_SP_0483-465325-f	SP_0483	465325	+	81	40.74
TIGR4_NEG_SP_0484-465782-f	SP_0484	465782	+	81	43.21
TIGR4_NEG_SP_0484-465962-f	SP_0484	465962	+	81	37.04
TIGR4_NEG_SP_0484-466072-f	SP_0484	466072	+	81	43.21
TIGR4_NEG_SP_0484-466102-f	SP_0484	466102	+	81	45.68
TIGR4_NEG_SP_0494-470931-f	SP_0494	470931	+	81	39.51
TIGR4_NEG_SP_0496-474895-r	SP_0496	474895	-	81	43.21
TIGR4_NEG_SP_0496-475325-r	SP_0496	475325	-	81	43.21
TIGR4_NEG_SP_0496-475505-r	SP_0496	475505	-	81	44.44
TIGR4_NEG_SP_0496-475635-r	SP_0496	475635	-	81	44.44
TIGR4_NEG_SP_0496-475745-r	SP_0496	475745	-	81	49.38
TIGR4_NEG_SP_0496-475755-r	SP_0496	475755	-	81	51.85
TIGR4_NEG_SP_0496-475985-r	SP_0496	475985	-	81	48.15
TIGR4_NEG_SP_0498-476659-f	SP_0498	476659	+	81	44.44
TIGR4_NEG_SP_0498-477049-f	SP_0498	477049	+	81	33.33
TIGR4_NEG_SP_0498-477099-f	SP_0498	477099	+	81	49.38
TIGR4_NEG_SP_0498-477119-f	SP_0498	477119	+	81	46.91
TIGR4_NEG_SP_0498-477949-f	SP_0498	477949	+	81	30.86
TIGR4_NEG_SP_0498-478649-f	SP_0498	478649	+	81	40.74
TIGR4_NEG_SP_0498-479169-f	SP_0498	479169	+	81	41.98
TIGR4_NEG_SP_0498-479329-f	SP_0498	479329	+	81	39.51
TIGR4_NEG_SP_0498-479569-f	SP_0498	479569	+	81	44.44
TIGR4_NEG_SP_0498-479639-f	SP_0498	479639	+	81	43.21
TIGR4_NEG_SP_0498-479689-f	SP_0498	479689	+	81	45.68
TIGR4_NEG_SP_0498-479859-f	SP_0498	479859	+	81	39.51
TIGR4_NEG_SP_0498-480189-f	SP_0498	480189	+	81	37.04
TIGR4_NEG_SP_0499-481898-f	SP_0499	481898	+	81	44.44
TIGR4_NEG_SP_0499-482228-f	SP_0499	482228	+	81	40.74
TIGR4_NEG_SP_0499-482508-f	SP_0499	482508	+	81	44.44
TIGR4_NEG_SP_0500-483080-f	SP_0500	483080	+	81	41.98
TIGR4_NEG_SP_0500-483120-f	SP_0500	483120	+	81	40.74
TIGR4_NEG_SP_0502-484387-f	SP_0502	484387	+	81	49.38
TIGR4_NEG_SP_0506-487571-f	SP_0506	487571	+	81	27.16
TIGR4_NEG_SP_0506-487781-f	SP_0506	487781	+	81	32.1
TIGR4_NEG_SP_0508-489032-r	SP_0508	489032	-	81	19.75
TIGR4_NEG_SP_0508-489072-r	SP_0508	489072	-	81	25.93
TIGR4_NEG_SP_0508-489452-r	SP_0508	489452	-	81	27.16
TIGR4_NEG_SP_0509-491070-r	SP_0509	491070	-	81	28.4
TIGR4_NEG_SP_0509-491160-r	SP_0509	491160	-	81	48.15
TIGR4_NEG_SP_0509-491600-r	SP_0509	491600	-	81	33.33
TIGR4_NEG_SP_0510-492406-r	SP_0510	492406	-	81	44.44
TIGR4_NEG_SP_0510-493656-r	SP_0510	493656	-	81	38.27
TIGR4_NEG_SP_0517-497785-f	SP_0517	497785	+	81	46.91
TIGR4_NEG_SP_0517-497965-f	SP_0517	497965	+	81	44.44
TIGR4_NEG_SP_0517-498205-f	SP_0517	498205	+	81	44.44
TIGR4_NEG_SP_0517-498495-f	SP_0517	498495	+	81	46.91
TIGR4_NEG_SP_0517-498505-f	SP_0517	498505	+	81	49.38
TIGR4_NEG_SP_0519-500307-f	SP_0519	500307	+	81	54.32
TIGR4_NEG_SP_0519-500787-f	SP_0519	500787	+	81	44.44
TIGR4_NEG_SP_0523-503506-f	SP_0523	503506	+	81	37.04
TIGR4_NEG_SP_0523-504066-f	SP_0523	504066	+	81	49.38
TIGR4_NEG_SP_0523-504086-f	SP_0523	504086	+	81	50.62
TIGR4_NEG_SP_0523-504166-f	SP_0523	504166	+	81	44.44
TIGR4_NEG_SP_0527-506752-f	SP_0527	506752	+	81	40.74
TIGR4_NEG_SP_0527-506762-f	SP_0527	506762	+	81	40.74
TIGR4_NEG_SP_0527-507122-f	SP_0527	507122	+	81	39.51
TIGR4_NEG_SP_0527-507402-f	SP_0527	507402	+	81	39.51
TIGR4_NEG_SP_0529-508398-r	SP_0529	508398	-	81	38.27
TIGR4_NEG_SP_0550-520480-f	SP_0550	520480	+	81	40.74
TIGR4_NEG_SP_0556-523984-f	SP_0556	523984	+	81	44.44
TIGR4_NEG_SP_0556-524124-f	SP_0556	524124	+	81	29.63
TIGR4_NEG_SP_0556-524254-f	SP_0556	524254	+	81	37.04
TIGR4_NEG_SP_0556-524644-f	SP_0556	524644	+	81	50.62
TIGR4_NEG_SP_0556-525054-f	SP_0556	525054	+	81	46.91
TIGR4_NEG_SP_0556-525344-f	SP_0556	525344	+	81	39.51
TIGR4_NEG_SP_0556-525464-f	SP_0556	525464	+	81	51.85
TIGR4_NEG_SP_0557-526271-f	SP_0557	526271	+	81	45.68
TIGR4_NEG_SP_0566-531754-f	SP_0566	531754	+	81	51.85
TIGR4_NEG_SP_0568-533395-f	SP_0568	533395	+	81	49.38
TIGR4_NEG_SP_0568-533805-f	SP_0568	533805	+	81	50.62
TIGR4_NEG_SP_0568-533865-f	SP_0568	533865	+	81	51.85
TIGR4_NEG_SP_0568-534175-f	SP_0568	534175	+	81	49.38
TIGR4_NEG_SP_0568-534765-f	SP_0568	534765	+	81	50.62
TIGR4_NEG_SP_0570-535822-f	SP_0570	535822	+	81	20.99
TIGR4_NEG_SP_0570-535912-f	SP_0570	535912	+	81	29.63
TIGR4_NEG_SP_0570-536082-f	SP_0570	536082	+	81	30.86
TIGR4_NEG_SP_0570-536652-f	SP_0570	536652	+	81	28.4
TIGR4_NEG_SP_0570-536662-f	SP_0570	536662	+	81	28.4
TIGR4_NEG_SP_0571-537756-f	SP_0571	537756	+	81	41.98
TIGR4_NEG_SP_0571-538146-f	SP_0571	538146	+	81	30.86
TIGR4_NEG_SP_0574-540182-f	SP_0574	540182	+	81	45.68
TIGR4_NEG_SP_0574-540192-f	SP_0574	540192	+	81	41.98
TIGR4_NEG_SP_0574-540662-f	SP_0574	540662	+	81	39.51
TIGR4_NEG_SP_0578-546572-f	SP_0578	546572	+	81	35.8
TIGR4_NEG_SP_0578-547182-f	SP_0578	547182	+	81	30.86
TIGR4_NEG_SP_0579-547939-f	SP_0579	547939	+	81	45.68
TIGR4_NEG_SP_0581-549961-f	SP_0581	549961	+	81	39.51
TIGR4_NEG_SP_0581-550871-f	SP_0581	550871	+	81	45.68
TIGR4_NEG_SP_0581-550941-f	SP_0581	550941	+	81	40.74
TIGR4_NEG_SP_0581-551181-f	SP_0581	551181	+	81	43.21
TIGR4_NEG_SP_0581-551461-f	SP_0581	551461	+	81	50.62
TIGR4_NEG_SP_0582-552014-r	SP_0582	552014	-	81	44.44
TIGR4_NEG_SP_0582-552244-r	SP_0582	552244	-	81	33.33
TIGR4_NEG_SP_0583-553171-f	SP_0583	553171	+	81	48.15
TIGR4_NEG_SP_0585-554379-f	SP_0585	554379	+	81	50.62
TIGR4_NEG_SP_0585-554749-f	SP_0585	554749	+	81	37.04
TIGR4_NEG_SP_0585-555319-f	SP_0585	555319	+	81	39.51
TIGR4_NEG_SP_0585-555619-f	SP_0585	555619	+	81	45.68
TIGR4_NEG_SP_0585-556109-f	SP_0585	556109	+	81	46.91
TIGR4_NEG_SP_0589-560262-f	SP_0589	560262	+	81	51.85
TIGR4_NEG_SP_0589-560292-f	SP_0589	560292	+	81	51.85
TIGR4_NEG_SP_0590-561021-f	SP_0590	561021	+	81	48.15
TIGR4_NEG_SP_0590-561191-f	SP_0590	561191	+	81	43.21
TIGR4_NEG_SP_0591-562177-f	SP_0591	562177	+	81	38.27
TIGR4_NEG_SP_0591-562217-f	SP_0591	562217	+	81	41.98
TIGR4_NEG_SP_0591-562697-f	SP_0591	562697	+	81	43.21
TIGR4_NEG_SP_0593-563693-f	SP_0593	563693	+	81	45.68
TIGR4_NEG_SP_0599-566102-f	SP_0599	566102	+	81	49.38
TIGR4_NEG_SP_0599-566242-f	SP_0599	566242	+	81	40.74
TIGR4_NEG_SP_0601-568051-f	SP_0601	568051	+	81	40.74
TIGR4_NEG_SP_0601-568251-f	SP_0601	568251	+	81	49.38
TIGR4_NEG_SP_0603-569682-f	SP_0603	569682	+	81	43.21
TIGR4_NEG_SP_0603-569992-f	SP_0603	569992	+	81	44.44
TIGR4_NEG_SP_0605-571914-f	SP_0605	571914	+	81	38.27
TIGR4_NEG_SP_0605-571984-f	SP_0605	571984	+	81	44.44
TIGR4_NEG_SP_0605-572054-f	SP_0605	572054	+	81	46.91
TIGR4_NEG_SP_0605-572094-f	SP_0605	572094	+	81	49.38
TIGR4_NEG_SP_0610-576597-r	SP_0610	576597	-	81	45.68
TIGR4_NEG_SP_0611-578100-f	SP_0611	578100	+	81	39.51
TIGR4_NEG_SP_0611-578600-f	SP_0611	578600	+	81	54.32
TIGR4_NEG_SP_0611-579060-f	SP_0611	579060	+	81	48.15
TIGR4_NEG_SP_0613-580039-f	SP_0613	580039	+	81	51.85
TIGR4_NEG_SP_0613-580819-f	SP_0613	580819	+	81	43.21
TIGR4_NEG_SP_0614-582109-f	SP_0614	582109	+	81	41.98
TIGR4_NEG_SP_0615-583010-f	SP_0615	583010	+	81	38.27
TIGR4_NEG_SP_0616-583745-f	SP_0616	583745	+	81	43.21
TIGR4_NEG_SP_0616-584695-f	SP_0616	584695	+	81	38.27
TIGR4_NEG_SP_0617-585206-f	SP_0617	585206	+	81	51.85
TIGR4_NEG_SP_0617-585336-f	SP_0617	585336	+	81	44.44
TIGR4_NEG_SP_0618-586707-f	SP_0618	586707	+	81	39.51
TIGR4_NEG_SP_0618-586847-f	SP_0618	586847	+	81	48.15
TIGR4_NEG_SP_0618-586907-f	SP_0618	586907	+	81	43.21
TIGR4_NEG_SP_0618-587127-f	SP_0618	587127	+	81	45.68
TIGR4_NEG_SP_0619-587631-f	SP_0619	587631	+	81	44.44
TIGR4_NEG_SP_0619-587701-f	SP_0619	587701	+	81	51.85
TIGR4_NEG_SP_0619-587921-f	SP_0619	587921	+	81	35.8
TIGR4_NEG_SP_0620-588726-r	SP_0620	588726	-	81	41.98
TIGR4_NEG_SP_0620-588956-r	SP_0620	588956	-	81	41.98
TIGR4_NEG_SP_0626-593030-f	SP_0626	593030	+	81	43.21
TIGR4_NEG_SP_0626-593450-f	SP_0626	593450	+	81	33.33
TIGR4_NEG_SP_0626-593720-f	SP_0626	593720	+	81	43.21
TIGR4_NEG_SP_0626-593880-f	SP_0626	593880	+	81	38.27
TIGR4_NEG_SP_0627-594458-f	SP_0627	594458	+	81	51.85
TIGR4_NEG_SP_0627-594738-f	SP_0627	594738	+	81	43.21
TIGR4_NEG_SP_0628-595404-f	SP_0628	595404	+	81	43.21
TIGR4_NEG_SP_0636-600265-f	SP_0636	600265	+	81	41.98
TIGR4_NEG_SP_0645-612835-f	SP_0645	612835	+	81	40.74
TIGR4_NEG_SP_0648-615712-f	SP_0648	615712	+	81	40.74
TIGR4_NEG_SP_0648-615732-f	SP_0648	615732	+	81	41.98
TIGR4_NEG_SP_0648-615822-f	SP_0648	615822	+	81	35.8
TIGR4_NEG_SP_0648-617092-f	SP_0648	617092	+	81	39.51
TIGR4_NEG_SP_0648-617442-f	SP_0648	617442	+	81	46.91
TIGR4_NEG_SP_0648-617892-f	SP_0648	617892	+	81	43.21
TIGR4_NEG_SP_0648-618032-f	SP_0648	618032	+	81	45.68
TIGR4_NEG_SP_0648-618602-f	SP_0648	618602	+	81	35.8
TIGR4_NEG_SP_0648-618822-f	SP_0648	618822	+	81	53.09
TIGR4_NEG_SP_0648-619282-f	SP_0648	619282	+	81	45.68
TIGR4_NEG_SP_0648-620472-f	SP_0648	620472	+	81	50.62
TIGR4_NEG_SP_0648-620542-f	SP_0648	620542	+	81	49.38
TIGR4_NEG_SP_0648-620612-f	SP_0648	620612	+	81	41.98
TIGR4_NEG_SP_0648-620882-f	SP_0648	620882	+	81	39.51
TIGR4_NEG_SP_0648-621032-f	SP_0648	621032	+	81	44.44
TIGR4_NEG_SP_0648-621102-f	SP_0648	621102	+	81	41.98
TIGR4_NEG_SP_0648-621122-f	SP_0648	621122	+	81	43.21
TIGR4_NEG_SP_0648-621572-f	SP_0648	621572	+	81	41.98
TIGR4_NEG_SP_0648-621772-f	SP_0648	621772	+	81	34.57
TIGR4_NEG_SP_0652-624978-f	SP_0652	624978	+	81	44.44
TIGR4_NEG_SP_0655-625814-f	SP_0655	625814	+	81	45.68
TIGR4_NEG_SP_0655-625964-f	SP_0655	625964	+	81	59.26
TIGR4_NEG_SP_0655-627304-f	SP_0655	627304	+	81	45.68
TIGR4_NEG_SP_0658-629218-f	SP_0658	629218	+	81	38.27
TIGR4_NEG_SP_0658-629328-f	SP_0658	629328	+	81	46.91
TIGR4_NEG_SP_0662-632619-f	SP_0662	632619	+	81	45.68
TIGR4_NEG_SP_0662-633449-f	SP_0662	633449	+	81	45.68
TIGR4_NEG_SP_0664-636451-f	SP_0664	636451	+	81	28.4
TIGR4_NEG_SP_0664-636581-f	SP_0664	636581	+	81	37.04
TIGR4_NEG_SP_0664-637021-f	SP_0664	637021	+	81	28.4
TIGR4_NEG_SP_0664-637401-f	SP_0664	637401	+	81	32.1
TIGR4_NEG_SP_0664-637801-f	SP_0664	637801	+	81	33.33
TIGR4_NEG_SP_0664-638491-f	SP_0664	638491	+	81	32.1
TIGR4_NEG_SP_0664-638931-f	SP_0664	638931	+	81	33.33
TIGR4_NEG_SP_0664-639501-f	SP_0664	639501	+	81	48.15
TIGR4_NEG_SP_0664-639511-f	SP_0664	639511	+	81	45.68
TIGR4_NEG_SP_0664-639521-f	SP_0664	639521	+	81	43.21
TIGR4_NEG_SP_0664-639891-f	SP_0664	639891	+	81	32.1
TIGR4_NEG_SP_0665-640852-f	SP_0665	640852	+	81	44.44
TIGR4_NEG_SP_0665-640952-f	SP_0665	640952	+	81	40.74
TIGR4_NEG_SP_0669-645612-f	SP_0669	645612	+	81	55.56
TIGR4_NEG_SP_0671-646680-f	SP_0671	646680	+	81	46.91
TIGR4_NEG_SP_0672-647287-f	SP_0672	647287	+	81	45.68
TIGR4_NEG_SP_0672-647377-f	SP_0672	647377	+	81	46.91
TIGR4_NEG_SP_0672-647847-f	SP_0672	647847	+	81	48.15
TIGR4_NEG_SP_0672-647967-f	SP_0672	647967	+	81	46.91
TIGR4_NEG_SP_0676-651245-r	SP_0676	651245	-	81	46.91
TIGR4_NEG_SP_0676-651345-r	SP_0676	651345	-	81	43.21
TIGR4_NEG_SP_0680-652882-r	SP_0680	652882	-	81	39.51
TIGR4_NEG_SP_0680-653172-r	SP_0680	653172	-	81	55.56
TIGR4_NEG_SP_0681-653939-f	SP_0681	653939	+	81	44.44
TIGR4_NEG_SP_0681-654269-f	SP_0681	654269	+	81	45.68
TIGR4_NEG_SP_0681-654319-f	SP_0681	654319	+	81	49.38
TIGR4_NEG_SP_0686-657017-f	SP_0686	657017	+	81	34.57
TIGR4_NEG_SP_0686-657137-f	SP_0686	657137	+	81	44.44
TIGR4_NEG_SP_0686-657317-f	SP_0686	657317	+	81	39.51
TIGR4_NEG_SP_0686-657327-f	SP_0686	657327	+	81	40.74
TIGR4_NEG_SP_0686-657417-f	SP_0686	657417	+	81	41.98
TIGR4_NEG_SP_0686-657427-f	SP_0686	657427	+	81	39.51
TIGR4_NEG_SP_0686-657457-f	SP_0686	657457	+	81	38.27
TIGR4_NEG_SP_0686-657827-f	SP_0686	657827	+	81	38.27
TIGR4_NEG_SP_0688-659945-f	SP_0688	659945	+	81	38.27
TIGR4_NEG_SP_0688-660305-f	SP_0688	660305	+	81	46.91
TIGR4_NEG_SP_0689-661019-f	SP_0689	661019	+	81	40.74
TIGR4_NEG_SP_0689-661039-f	SP_0689	661039	+	81	38.27
TIGR4_NEG_SP_0689-661129-f	SP_0689	661129	+	81	41.98
TIGR4_NEG_SP_0689-661179-f	SP_0689	661179	+	81	41.98
TIGR4_NEG_SP_0689-661419-f	SP_0689	661419	+	81	48.15
TIGR4_NEG_SP_0695-664825-f	SP_0695	664825	+	81	29.63
TIGR4_NEG_SP_0696-665336-f	SP_0696	665336	+	81	32.1
TIGR4_NEG_SP_0704-670857-f	SP_0704	670857	+	81	29.63
TIGR4_NEG_SP_0706-672167-f	SP_0706	672167	+	81	37.04
TIGR4_NEG_SP_0706-672237-f	SP_0706	672237	+	81	28.4
TIGR4_NEG_SP_0711-675481-r	SP_0711	675481	-	81	46.91
TIGR4_NEG_SP_0711-675871-r	SP_0711	675871	-	81	44.44
TIGR4_NEG_SP_0715-681000-f	SP_0715	681000	+	81	40.74
TIGR4_NEG_SP_0715-681090-f	SP_0715	681090	+	81	46.91
TIGR4_NEG_SP_0718-684082-f	SP_0718	684082	+	81	29.63
TIGR4_NEG_SP_0723-688386-f	SP_0723	688386	+	81	44.44
TIGR4_NEG_SP_0726-690878-r	SP_0726	690878	-	81	40.74
TIGR4_NEG_SP_0729-692912-f	SP_0729	692912	+	81	48.15
TIGR4_NEG_SP_0729-693102-f	SP_0729	693102	+	81	44.44
TIGR4_NEG_SP_0729-693322-f	SP_0729	693322	+	81	41.98
TIGR4_NEG_SP_0729-693342-f	SP_0729	693342	+	81	41.98
TIGR4_NEG_SP_0729-693792-f	SP_0729	693792	+	81	53.09
TIGR4_NEG_SP_0729-694062-f	SP_0729	694062	+	81	39.51
TIGR4_NEG_SP_0736-699080-f	SP_0736	699080	+	81	44.44
TIGR4_NEG_SP_0736-699300-f	SP_0736	699300	+	81	46.91
TIGR4_NEG_SP_0736-699310-f	SP_0736	699310	+	81	45.68
TIGR4_NEG_SP_0736-699410-f	SP_0736	699410	+	81	49.38
TIGR4_NEG_SP_0737-700254-r	SP_0737	700254	-	81	43.21
TIGR4_NEG_SP_0737-700674-r	SP_0737	700674	-	81	46.91
TIGR4_NEG_SP_0737-700694-r	SP_0737	700694	-	81	43.21
TIGR4_NEG_SP_0737-700804-r	SP_0737	700804	-	81	39.51
TIGR4_NEG_SP_0739-701789-f	SP_0739	701789	+	81	33.33
TIGR4_NEG_SP_0739-701899-f	SP_0739	701899	+	81	50.62
TIGR4_NEG_SP_0741-703413-r	SP_0741	703413	-	81	43.21
TIGR4_NEG_SP_0742-704407-r	SP_0742	704407	-	81	39.51
TIGR4_NEG_SP_0744-705683-f	SP_0744	705683	+	81	46.91
TIGR4_NEG_SP_0745-706389-f	SP_0745	706389	+	81	38.27
TIGR4_NEG_SP_0746-707002-f	SP_0746	707002	+	81	37.04
TIGR4_NEG_SP_0746-707022-f	SP_0746	707022	+	81	39.51
TIGR4_NEG_SP_0746-707072-f	SP_0746	707072	+	81	43.21
TIGR4_NEG_SP_0746-707232-f	SP_0746	707232	+	81	46.91
TIGR4_NEG_SP_0750-709608-f	SP_0750	709608	+	81	48.15
TIGR4_NEG_SP_0751-710331-f	SP_0751	710331	+	81	35.8
TIGR4_NEG_SP_0751-710391-f	SP_0751	710391	+	81	46.91
TIGR4_NEG_SP_0751-710701-f	SP_0751	710701	+	81	46.91
TIGR4_NEG_SP_0753-712001-f	SP_0753	712001	+	81	48.15
TIGR4_NEG_SP_0753-712481-f	SP_0753	712481	+	81	41.98
TIGR4_NEG_SP_0754-713409-f	SP_0754	713409	+	81	34.57
TIGR4_NEG_SP_0758-717613-f	SP_0758	717613	+	81	40.74
TIGR4_NEG_SP_0758-717853-f	SP_0758	717853	+	81	49.38
TIGR4_NEG_SP_0758-718613-f	SP_0758	718613	+	81	40.74
TIGR4_NEG_SP_0762-722178-f	SP_0762	722178	+	81	45.68
TIGR4_NEG_SP_0762-722378-f	SP_0762	722378	+	81	48.15
TIGR4_NEG_SP_0764-723441-f	SP_0764	723441	+	81	39.51
TIGR4_NEG_SP_0765-724750-f	SP_0765	724750	+	81	34.57
TIGR4_NEG_SP_0766-725560-f	SP_0766	725560	+	81	46.91
TIGR4_NEG_SP_0766-725600-f	SP_0766	725600	+	81	51.85
TIGR4_NEG_SP_0768-726744-f	SP_0768	726744	+	81	44.44
TIGR4_NEG_SP_0768-727514-f	SP_0768	727514	+	81	35.8
TIGR4_NEG_SP_0768-727634-f	SP_0768	727634	+	81	45.68
TIGR4_NEG_SP_0769-727839-f	SP_0769	727839	+	81	46.91
TIGR4_NEG_SP_0770-728443-f	SP_0770	728443	+	81	51.85
TIGR4_NEG_SP_0770-728593-f	SP_0770	728593	+	81	43.21
TIGR4_NEG_SP_0770-728653-f	SP_0770	728653	+	81	46.91
TIGR4_NEG_SP_0770-728943-f	SP_0770	728943	+	81	45.68
TIGR4_NEG_SP_0777-733106-f	SP_0777	733106	+	81	32.1
TIGR4_NEG_SP_0781-735403-r	SP_0781	735403	-	81	37.04
TIGR4_NEG_SP_0784-737445-r	SP_0784	737445	-	81	49.38
TIGR4_NEG_SP_0784-737485-r	SP_0784	737485	-	81	40.74
TIGR4_NEG_SP_0785-738736-f	SP_0785	738736	+	81	41.98
TIGR4_NEG_SP_0785-738946-f	SP_0785	738946	+	81	51.85
TIGR4_NEG_SP_0785-739416-f	SP_0785	739416	+	81	38.27
TIGR4_NEG_SP_0785-739576-f	SP_0785	739576	+	81	40.74
TIGR4_NEG_SP_0787-740762-f	SP_0787	740762	+	81	35.8
TIGR4_NEG_SP_0787-741242-f	SP_0787	741242	+	81	39.51
TIGR4_NEG_SP_0788-742335-f	SP_0788	742335	+	81	45.68
TIGR4_NEG_SP_0788-742685-f	SP_0788	742685	+	81	39.51
TIGR4_NEG_SP_0788-743185-f	SP_0788	743185	+	81	38.27
TIGR4_NEG_SP_0791-745732-f	SP_0791	745732	+	81	28.4
TIGR4_NEG_SP_0791-745762-f	SP_0791	745762	+	81	39.51
TIGR4_NEG_SP_0793-746753-f	SP_0793	746753	+	81	45.68
TIGR4_NEG_SP_0793-747123-f	SP_0793	747123	+	81	50.62
TIGR4_NEG_SP_0795-748150-f	SP_0795	748150	+	81	44.44
TIGR4_NEG_SP_0796-748854-f	SP_0796	748854	+	81	46.91
TIGR4_NEG_SP_0797-749587-f	SP_0797	749587	+	81	40.74
TIGR4_NEG_SP_0797-750767-f	SP_0797	750767	+	81	44.44
TIGR4_NEG_SP_0797-751167-f	SP_0797	751167	+	81	44.44
TIGR4_NEG_SP_0797-751547-f	SP_0797	751547	+	81	50.62
TIGR4_NEG_SP_0797-751667-f	SP_0797	751667	+	81	44.44
TIGR4_NEG_SP_0799-753096-f	SP_0799	753096	+	81	38.27
TIGR4_NEG_SP_0799-753226-f	SP_0799	753226	+	81	46.91
TIGR4_NEG_SP_0799-753776-f	SP_0799	753776	+	81	43.21
TIGR4_NEG_SP_0800-754014-r	SP_0800	754014	-	81	37.04
TIGR4_NEG_SP_0800-754024-r	SP_0800	754024	-	81	37.04
TIGR4_NEG_SP_0801-754621-f	SP_0801	754621	+	81	37.04
TIGR4_NEG_SP_0802-756590-f	SP_0802	756590	+	81	43.21
TIGR4_NEG_SP_0802-756700-f	SP_0802	756700	+	81	41.98
TIGR4_NEG_SP_0802-756720-f	SP_0802	756720	+	81	40.74
TIGR4_NEG_SP_0805-760051-f	SP_0805	760051	+	81	37.04
TIGR4_NEG_SP_0806-760718-f	SP_0806	760718	+	81	49.38
TIGR4_NEG_SP_0806-760968-f	SP_0806	760968	+	81	39.51
TIGR4_NEG_SP_0806-761998-f	SP_0806	761998	+	81	43.21
TIGR4_NEG_SP_0807-762776-f	SP_0807	762776	+	81	33.33
TIGR4_NEG_SP_0820-770298-r	SP_0820	770298	-	81	37.04
TIGR4_NEG_SP_0820-770528-r	SP_0820	770528	-	81	43.21
TIGR4_NEG_SP_0820-770618-r	SP_0820	770618	-	81	49.38
TIGR4_NEG_SP_0820-771118-r	SP_0820	771118	-	81	41.98
TIGR4_NEG_SP_0820-772328-r	SP_0820	772328	-	81	40.74
TIGR4_NEG_SP_0824-773918-f	SP_0824	773918	+	81	46.91
TIGR4_NEG_SP_0825-775061-f	SP_0825	775061	+	81	43.21
TIGR4_NEG_SP_0825-775221-f	SP_0825	775221	+	81	44.44
TIGR4_NEG_SP_0825-775391-f	SP_0825	775391	+	81	49.38
TIGR4_NEG_SP_0825-775461-f	SP_0825	775461	+	81	51.85
TIGR4_NEG_SP_0829-778556-f	SP_0829	778556	+	81	38.27
TIGR4_NEG_SP_0829-778946-f	SP_0829	778946	+	81	44.44
TIGR4_NEG_SP_0831-780527-f	SP_0831	780527	+	81	49.38
TIGR4_NEG_SP_0831-780817-f	SP_0831	780817	+	81	44.44
TIGR4_NEG_SP_0835-784173-f	SP_0835	784173	+	81	46.91
TIGR4_NEG_SP_0836-784953-r	SP_0836	784953	-	81	35.8
TIGR4_NEG_SP_0836-785143-r	SP_0836	785143	-	81	38.27
TIGR4_NEG_SP_0837-786219-r	SP_0837	786219	-	81	38.27
TIGR4_NEG_SP_0839-787210-r	SP_0839	787210	-	81	41.98
TIGR4_NEG_SP_0842-789447-f	SP_0842	789447	+	81	49.38
TIGR4_NEG_SP_0842-789647-f	SP_0842	789647	+	81	48.15
TIGR4_NEG_SP_0845-791730-f	SP_0845	791730	+	81	37.04
TIGR4_NEG_SP_0846-792676-f	SP_0846	792676	+	81	44.44
TIGR4_NEG_SP_0847-794164-f	SP_0847	794164	+	81	39.51
TIGR4_NEG_SP_0848-795665-f	SP_0848	795665	+	81	40.74
TIGR4_NEG_SP_0851-797770-r	SP_0851	797770	-	81	41.98
TIGR4_NEG_SP_0852-798857-f	SP_0852	798857	+	81	37.04
TIGR4_NEG_SP_0852-799147-f	SP_0852	799147	+	81	48.15
TIGR4_NEG_SP_0852-799557-f	SP_0852	799557	+	81	44.44
TIGR4_NEG_SP_0852-799567-f	SP_0852	799567	+	81	46.91
TIGR4_NEG_SP_0860-807054-f	SP_0860	807054	+	81	40.74
