Sequence_ID	Locus_Tag	Chromosome	TSS_Position	Strand	Upstream_bp	Downstream_bp	Window_Size	GC_Content	UTR5_Length	Location_Type	Confidence_Sheet	Processed_Coverage	Processed_Ratio
TIGR4_SP_0639_TSS_602667_+	SP_0639	NC_003028.3	602667	+	60	20	81	37.04	36.0	tss_intergenic	Low Confidence (TSS_2.1)	28.0	1.33333333333333
TIGR4_F23_TSS_603204_+	F23	NC_003028.3	603204	+	60	20	81	32.1	0.0	tss_intergenic	Low Confidence (TSS_2.1)	49.0	12.25
TIGR4_trn0329_TSS_603759_+	trn0329	NC_003028.3	603759	+	60	20	81	13.58	72.0	tss_intergenic	Low Confidence (TSS_2.1)	2993.0	2.83696682464455
TIGR4_F24_TSS_610052_+	F24	NC_003028.3	610052	+	60	20	81	33.33	476.0	tss_within_coding	Low Confidence (TSS_2.1)	66.0	1.2
TIGR4_SP_0645_TSS_612675_+	SP_0645	NC_003028.3	612675	+	60	20	81	30.86	30.0	tss_intergenic	Low Confidence (TSS_2.1)	414.0	3.11278195488722
TIGR4_SP_0646_TSS_613187_+	SP_0646	NC_003028.3	613187	+	60	20	81	32.1	32.0	tss_intergenic	Low Confidence (TSS_2.1)	8.0	2.66666666666667
TIGR4_SP_RS03170_TSS_614792_+	SP_RS03170	NC_003028.3	614792	+	60	20	81	40.74	281.0	tss_within_coding	Low Confidence (TSS_2.1)	14.0	14.0
TIGR4_SP_0648_TSS_615282_+	SP_0648	NC_003028.3	615282	+	60	20	81	38.27	160.0	tss_within_coding	Low Confidence (TSS_2.1)	22.0	1.0
TIGR4_SP_0652_TSS_624678_+	SP_0652	NC_003028.3	624678	+	60	20	81	40.74	170.0	tss_within_coding	Low Confidence (TSS_2.1)	18.0	6.0
TIGR4_SP_0653_TSS_625310_+	SP_0653	NC_003028.3	625310	+	60	20	81	46.91	88.0	tss_within_coding	Low Confidence (TSS_2.1)	64.0	1.08474576271186
TIGR4_SP_0655_TSS_625480_+	SP_0655	NC_003028.3	625480	+	60	20	81	51.85	184.0	tss_within_coding	Low Confidence (TSS_2.1)	29.0	1.11538461538462
TIGR4_SP_0658_TSS_628942_+	SP_0658	NC_003028.3	628942	+	60	20	81	32.1	26.0	tss_intergenic	High Confidence (TSS_100.4)	189.0	4.2
TIGR4_SP_0659_TSS_629675_+	SP_0659	NC_003028.3	629675	+	60	20	81	29.63	23.0	tss_within_coding	Low Confidence (TSS_2.1)	91.0	1.08333333333333
TIGR4_SP_0660_TSS_630255_+	SP_0660	NC_003028.3	630255	+	60	20	81	40.74	20.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	2.125
TIGR4_SP_0661_TSS_631632_+	SP_0661	NC_003028.3	631632	+	60	20	81	35.8	23.0	tss_intergenic	High Confidence (TSS_100.4)	1899.0	13.468085106383
TIGR4_SP_0662_TSS_632197_+	SP_0662	NC_003028.3	632197	+	60	20	81	43.21	192.0	tss_within_coding	Low Confidence (TSS_2.1)	185.0	1.26712328767123
TIGR4_SP_0663_TSS_634175_+	SP_0663	NC_003028.3	634175	+	60	20	81	38.27	0.0	tss_intergenic	High Confidence (TSS_100.4)	23682.0	15.9689817936615
TIGR4_SP_0664_TSS_634493_+	SP_0664	NC_003028.3	634493	+	60	20	81	51.85	288.0	tss_within_coding	Low Confidence (TSS_2.1)	81.0	1.47272727272727
TIGR4_SP_0665_TSS_640562_+	SP_0665	NC_003028.3	640562	+	60	20	81	33.33	0.0	tss_intergenic	High Confidence (TSS_100.4)	5494.0	15.5197740112994
TIGR4_SP_0666_TSS_641928_+	SP_0666	NC_003028.3	641928	+	60	20	81	44.44	356.0	tss_within_coding	Low Confidence (TSS_2.1)	72.0	1.05882352941176
TIGR4_SP_0667_TSS_642920_+	SP_0667	NC_003028.3	642920	+	60	20	81	24.69	31.0	tss_intergenic	High Confidence (TSS_100.4)	244.0	5.30434782608696
TIGR4_SP_0668_TSS_644034_+	SP_0668	NC_003028.3	644034	+	60	20	81	30.86	42.0	tss_intergenic	High Confidence (TSS_100.4)	1723.0	8.65829145728643
TIGR4_nan_TSS_644732_+	nan	NC_003028.3	644732	+	60	20	81	45.68	NA		Secondary TSS, Low confidence		
TIGR4_SP_0669_TSS_645110_+	SP_0669	NC_003028.3	645110	+	60	20	81	30.86	22.0	tss_intergenic	High Confidence (TSS_100.4)	239.0	5.82926829268293
TIGR4_SP_0671_TSS_646277_+	SP_0671	NC_003028.3	646277	+	60	20	81	34.57	33.0	tss_intergenic	High Confidence (TSS_100.4)	3306.0	3306.0
TIGR4_SP_0672_TSS_647017_+	SP_0672	NC_003028.3	647017	+	60	20	81	45.68	170.0	tss_within_coding	Low Confidence (TSS_2.1)	119.0	1.10185185185185
TIGR4_SP_0673_TSS_648248_+	SP_0673	NC_003028.3	648248	+	60	20	81	38.27	170.0	tss_within_coding	Low Confidence (TSS_2.1)	143.0	1.3
TIGR4_SP_0674_TSS_648802_+	SP_0674	NC_003028.3	648802	+	60	20	81	38.27	254.0	tss_within_coding	Low Confidence (TSS_2.1)	69.0	1.16949152542373
TIGR4_SP_0675_TSS_649909_+	SP_0675	NC_003028.3	649909	+	60	20	81	46.91	97.0	tss_within_coding	Low Confidence (TSS_2.1)	55.0	1.0377358490566
TIGR4_SP_0677_TSS_651835_+	SP_0677	NC_003028.3	651835	+	60	20	81	32.1	0.0	tss_intergenic	High Confidence (TSS_100.4)	13476.0	7.08890057864282
TIGR4_SP_0681_TSS_653643_+	SP_0681	NC_003028.3	653643	+	60	20	81	22.22	36.0	tss_intergenic	High Confidence (TSS_100.4)	16327.0	10.5881971465629
TIGR4_SP_0682_TSS_655369_+	SP_0682	NC_003028.3	655369	+	60	20	81	44.44	171.0	tss_within_coding	Low Confidence (TSS_2.1)	182.0	1.14465408805031
TIGR4_SP_RS03355_TSS_655615_+	SP_RS03355	NC_003028.3	655615	+	60	20	81	40.74	495.0	tss_within_coding	Low Confidence (TSS_2.1)	128.0	1.00787401574803
TIGR4_SP_0686_TSS_656249_+	SP_0686	NC_003028.3	656249	+	60	20	81	38.27	278.0	tss_within_coding	Low Confidence (TSS_2.1)	19.0	9.5
TIGR4_SP_0688_TSS_659275_+	SP_0688	NC_003028.3	659275	+	60	20	81	33.33	20.0	tss_intergenic	High Confidence (TSS_100.4)	1470.0	6.125
TIGR4_SP_0689_TSS_660607_+	SP_0689	NC_003028.3	660607	+	60	20	81	45.68	42.0	tss_within_coding	Low Confidence (TSS_2.1)	45.0	1.04651162790698
TIGR4_SP_0690_TSS_661701_+	SP_0690	NC_003028.3	661701	+	60	20	81	27.16	16.0	tss_within_coding	High Confidence (TSS_100.4)	155.0	155.0
TIGR4_SP_0694_TSS_663366_+	SP_0694	NC_003028.3	663366	+	60	20	81	27.16	361.0	tss_intergenic	Low Confidence (TSS_2.1)	12.0	1.2
TIGR4_SP_RS03395_TSS_664295_+	SP_RS03395	NC_003028.3	664295	+	60	20	81	32.1	0.0	tss_intergenic	Low Confidence (TSS_2.1)	25.0	1.08695652173913
TIGR4_SP_0695_TSS_664584_+	SP_0695	NC_003028.3	664584	+	60	20	81	20.99	1.0	tss_intergenic	Low Confidence (TSS_2.1)	75.0	1.08695652173913
TIGR4_SP_0696_TSS_665126_+	SP_0696	NC_003028.3	665126	+	60	20	81	39.51	160.0	tss_within_coding	Low Confidence (TSS_2.1)	50.0	1.19047619047619
TIGR4_PyrR_TSS_668004_+	PyrR	NC_003028.3	668004	+	60	20	81	32.1	2.0	tss_intergenic	Low Confidence (TSS_2.1)	61.0	61.0
TIGR4_SP_0702_TSS_668695_+	SP_0702	NC_003028.3	668695	+	60	20	81	46.91	201.0	tss_within_coding	Low Confidence (TSS_2.1)	18.0	2.57142857142857
TIGR4_SP_0703_TSS_669646_+	SP_0703	NC_003028.3	669646	+	60	20	81	19.75	115.0	tss_intergenic	High Confidence (TSS_100.4)	612.0	12.0
TIGR4_SP_0704_TSS_669884_+	SP_0704	NC_003028.3	669884	+	60	20	81	41.98	323.0	tss_within_coding	Low Confidence (TSS_2.1)	16.0	1.6
TIGR4_SP_0706_TSS_671600_+	SP_0706	NC_003028.3	671600	+	60	20	81	27.16	127.0	tss_within_coding	Low Confidence (TSS_2.1)	102.0	4.08
TIGR4_SP_0712_TSS_676263_+	SP_0712	NC_003028.3	676263	+	60	20	81	19.75	72.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0715_TSS_680388_+	SP_0715	NC_003028.3	680388	+	60	20	81	24.69	42.0	tss_intergenic	High Confidence (TSS_100.4)	11956.0	5.60262417994377
TIGR4_TPP_TSS_681808_+	TPP	NC_003028.3	681808	+	60	20	81	29.63	12.0	tss_intergenic	High Confidence (TSS_100.4)	1269.0	11.2300884955752
TIGR4_SP_0716_TSS_682076_+	SP_0716	NC_003028.3	682076	+	60	20	81	32.1	47.0	tss_intergenic	Low Confidence (TSS_2.1)	15.0	1.36363636363636
TIGR4_SP_0717_TSS_682954_+	SP_0717	NC_003028.3	682954	+	60	20	81	32.1	53.0	tss_intergenic	Low Confidence (TSS_2.1)	57.0	1.23913043478261
TIGR4_SP_0718_TSS_683470_+	SP_0718	NC_003028.3	683470	+	60	20	81	39.51	342.0	tss_within_coding	Low Confidence (TSS_2.1)	87.0	1.359375
TIGR4_TPP_TSS_684638_+	TPP	NC_003028.3	684638	+	60	20	81	23.46	12.0	tss_intergenic	Low Confidence (TSS_2.1)	61.0	5.54545454545455
TIGR4_SP_0723_TSS_688065_+	SP_0723	NC_003028.3	688065	+	60	20	81	37.04	241.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	1.30769230769231
TIGR4_SP_0728_TSS_692020_+	SP_0728	NC_003028.3	692020	+	60	20	81	33.33	11.0	tss_intergenic	Low Confidence (TSS_2.1)	76.0	1.28813559322034
TIGR4_SP_0729_TSS_692209_+	SP_0729	NC_003028.3	692209	+	60	20	81	46.91	203.0	tss_within_coding	Low Confidence (TSS_2.1)	48.0	1.37142857142857
TIGR4_SP_0730_TSS_694784_+	SP_0730	NC_003028.3	694784	+	60	20	81	29.63	78.0	tss_intergenic	High Confidence (TSS_100.4)	94141.0	4.91906155293134
TIGR4_SP_0731_TSS_696403_+	SP_0731	NC_003028.3	696403	+	60	20	81	46.91	345.0	tss_within_coding	High Confidence (TSS_100.4)	2740.0	2740.0
TIGR4_nan_TSS_696430_+	nan	NC_003028.3	696430	+	60	20	81	40.74	NA		Secondary TSS, High confidence		
TIGR4_SP_0735_TSS_698367_+	SP_0735	NC_003028.3	698367	+	60	20	81	32.1	156.0	tss_intergenic	Low Confidence (TSS_2.1)	17.0	1.21428571428571
TIGR4_SP_0736_TSS_698916_+	SP_0736	NC_003028.3	698916	+	60	20	81	33.33	24.0	tss_intergenic	High Confidence (TSS_100.4)	1759.0	4.98300283286119
TIGR4_SP_0739_TSS_701485_+	SP_0739	NC_003028.3	701485	+	60	20	81	37.04	14.0	tss_intergenic	High Confidence (TSS_100.4)	241.0	4.82
TIGR4_SP_0743_TSS_704889_+	SP_0743	NC_003028.3	704889	+	60	20	81	30.86	58.0	tss_intergenic	Low Confidence (TSS_2.1)	54.0	4.15384615384615
TIGR4_SP_0744_TSS_705363_+	SP_0744	NC_003028.3	705363	+	60	20	81	38.27	160.0	tss_within_coding	Low Confidence (TSS_2.1)	72.0	1.0
TIGR4_SP_0745_TSS_706052_+	SP_0745	NC_003028.3	706052	+	60	20	81	19.75	27.0	tss_intergenic	High Confidence (TSS_100.4)	4368.0	5.73228346456693
TIGR4_nan_TSS_706430_+	nan	NC_003028.3	706430	+	60	20	81	44.44	NA		Secondary TSS, High confidence		
TIGR4_SP_0746_TSS_706834_+	SP_0746	NC_003028.3	706834	+	60	20	81	30.86	48.0	tss_intergenic	High Confidence (TSS_100.4)	1057.0	4.78280542986425
TIGR4_SP_0748_TSS_707525_+	SP_0748	NC_003028.3	707525	+	60	20	81	35.8	26.0	tss_within_coding	High Confidence (TSS_100.4)	855.0	8.38235294117647
TIGR4_F28_TSS_708586_+	F28	NC_003028.3	708586	+	60	20	81	43.21	478.0	tss_within_coding	Low Confidence (TSS_2.1)	20.0	1.66666666666667
TIGR4_SP_0750_TSS_709148_+	SP_0750	NC_003028.3	709148	+	60	20	81	39.51	180.0	tss_intergenic	Low Confidence (TSS_2.1)	5.0	2.5
TIGR4_SP_0751_TSS_710100_+	SP_0751	NC_003028.3	710100	+	60	20	81	49.38	101.0	tss_within_coding	Low Confidence (TSS_2.1)	16.0	1.45454545454545
TIGR4_SP_0753_TSS_711828_+	SP_0753	NC_003028.3	711828	+	60	20	81	35.8	93.0	tss_within_coding	Low Confidence (TSS_2.1)	57.0	1.11764705882353
TIGR4_SP_0754_TSS_712916_+	SP_0754	NC_003028.3	712916	+	60	20	81	27.16	23.0	tss_intergenic	High Confidence (TSS_100.4)	1565.0	8.74301675977654
TIGR4_SP_RS11940_TSS_713684_+	SP_RS11940	NC_003028.3	713684	+	60	20	81	24.69	19.0	tss_intergenic	High Confidence (TSS_100.4)	3601.0	8.35498839907193
TIGR4_SP_0756_TSS_714357_+	SP_0756	NC_003028.3	714357	+	60	20	81	45.68	459.0	tss_within_coding	Low Confidence (TSS_2.1)	830.0	1.10079575596817
TIGR4_SP_0757_TSS_715101_+	SP_0757	NC_003028.3	715101	+	60	20	81	38.27	400.0	tss_within_coding	Low Confidence (TSS_2.1)	76.0	76.0
TIGR4_F58_TSS_716270_+	F58	NC_003028.3	716270	+	60	20	81	33.33	173.0	tss_within_coding	Low Confidence (TSS_2.1)	766.0	1.12316715542522
TIGR4_SP_0758_TSS_716654_+	SP_0758	NC_003028.3	716654	+	60	20	81	20.99	59.0	tss_intergenic	High Confidence (TSS_100.4)	278.0	6.31818181818182
TIGR4_SP_0761_TSS_719879_+	SP_0761	NC_003028.3	719879	+	60	20	81	30.86	21.0	tss_intergenic	High Confidence (TSS_100.4)	6209.0	8.85734664764622
TIGR4_SP_0762_TSS_721358_+	SP_0762	NC_003028.3	721358	+	60	20	81	29.63	100.0	tss_intergenic	High Confidence (TSS_100.4)	3482.0	15.2719298245614
TIGR4_SP_0764_TSS_723173_+	SP_0764	NC_003028.3	723173	+	60	20	81	25.93	28.0	tss_intergenic	High Confidence (TSS_100.4)	5556.0	4.78141135972461
TIGR4_SP_0765_TSS_723944_+	SP_0765	NC_003028.3	723944	+	60	20	81	43.21	226.0	tss_within_coding	Low Confidence (TSS_2.1)	229.0	1.10096153846154
TIGR4_SP_0766_TSS_725355_+	SP_0766	NC_003028.3	725355	+	60	20	81	24.69	25.0	tss_intergenic	High Confidence (TSS_100.4)	27153.0	4.97763519706691
TIGR4_SP_0767_TSS_726113_+	SP_0767	NC_003028.3	726113	+	60	20	81	27.16	28.0	tss_intergenic	Low Confidence (TSS_2.1)	917.0	3.20629370629371
TIGR4_SP_0768_TSS_726439_+	SP_0768	NC_003028.3	726439	+	60	20	81	34.57	235.0	tss_within_coding	Low Confidence (TSS_2.1)	82.0	1.025
TIGR4_SP_0769_TSS_727279_+	SP_0769	NC_003028.3	727279	+	60	20	81	44.44	480.0	tss_within_coding	Low Confidence (TSS_2.1)	56.0	1.0
TIGR4_SP_0770_TSS_728123_+	SP_0770	NC_003028.3	728123	+	60	20	81	34.57	120.0	tss_within_coding	Low Confidence (TSS_2.1)	33.0	1.1
TIGR4_SP_0775_TSS_731739_+	SP_0775	NC_003028.3	731739	+	60	20	81	32.1	59.0	tss_intergenic	High Confidence (TSS_100.4)	28116.0	71.0
TIGR4_SP_RS11950_TSS_732184_+	SP_RS11950	NC_003028.3	732184	+	60	20	81	33.33	375.0	tss_within_coding	Low Confidence (TSS_2.1)	47.0	1.67857142857143
TIGR4_SP_0777_TSS_732860_+	SP_0777	NC_003028.3	732860	+	60	20	81	32.1	46.0	tss_intergenic	Low Confidence (TSS_2.1)	1331.0	3.51187335092348
TIGR4_SP_0778_TSS_733621_+	SP_0778	NC_003028.3	733621	+	60	20	81	32.1	104.0	tss_within_coding	Low Confidence (TSS_2.1)	125.0	1.03305785123967
TIGR4_SP_0779_TSS_733853_+	SP_0779	NC_003028.3	733853	+	60	20	81	38.27	380.0	tss_within_coding	Low Confidence (TSS_2.1)	56.0	1.03703703703704
TIGR4_SP_0780_TSS_734565_+	SP_0780	NC_003028.3	734565	+	60	20	81	43.21	399.0	tss_within_coding	Low Confidence (TSS_2.1)	442.0	1.13917525773196
TIGR4_SP_0782_TSS_735655_+	SP_0782	NC_003028.3	735655	+	60	20	81	27.16	72.0	tss_intergenic	Low Confidence (TSS_2.1)	34.0	34.0
TIGR4_SP_0785_TSS_738402_+	SP_0785	NC_003028.3	738402	+	60	20	81	27.16	114.0	tss_intergenic	High Confidence (TSS_100.4)	4782.0	10.1313559322034
TIGR4_nan_TSS_738487_+	nan	NC_003028.3	738487	+	60	20	81	30.86	NA		Secondary TSS, High confidence		
TIGR4_SP_0786_TSS_739201_+	SP_0786	NC_003028.3	739201	+	60	20	81	35.8	498.0	tss_within_coding	Low Confidence (TSS_2.1)	24.0	1.14285714285714
TIGR4_SP_0787_TSS_740102_+	SP_0787	NC_003028.3	740102	+	60	20	81	40.74	300.0	tss_within_coding	Low Confidence (TSS_2.1)	47.0	1.27027027027027
TIGR4_SP_0788_TSS_741745_+	SP_0788	NC_003028.3	741745	+	60	20	81	24.69	40.0	tss_intergenic	High Confidence (TSS_100.4)	8749.0	6.85658307210031
TIGR4_F29_TSS_743431_+	F29	NC_003028.3	743431	+	60	20	81	41.98	361.0	tss_within_coding	Low Confidence (TSS_2.1)	144.0	1.05882352941176
TIGR4_F30_TSS_743869_+	F30	NC_003028.3	743869	+	60	20	81	34.57	17.0	tss_intergenic	Low Confidence (TSS_2.1)	23.0	1.27777777777778
TIGR4_SP_0789_TSS_744203_+	SP_0789	NC_003028.3	744203	+	60	20	81	30.86	42.0	tss_intergenic	Low Confidence (TSS_2.1)	18077.0	2.17480750721848
TIGR4_SP_0790_TSS_744396_+	SP_0790	NC_003028.3	744396	+	60	20	81	35.8	176.0	tss_within_coding	Low Confidence (TSS_2.1)	226.0	1.08133971291866
TIGR4_SP_0791_TSS_745430_+	SP_0791	NC_003028.3	745430	+	60	20	81	32.1	32.0	tss_intergenic	High Confidence (TSS_100.4)	523.0	5.50526315789474
TIGR4_SP_0792_TSS_746457_+	SP_0792	NC_003028.3	746457	+	60	20	81	29.63	27.0	tss_intergenic	High Confidence (TSS_100.4)	1097.0	6.94303797468354
TIGR4_SP_0793_TSS_746593_+	SP_0793	NC_003028.3	746593	+	60	20	81	45.68	120.0	tss_within_coding	Low Confidence (TSS_2.1)	215.0	1.51408450704225
TIGR4_SP_0794_TSS_747380_+	SP_0794	NC_003028.3	747380	+	60	20	81	44.44	42.0	tss_within_coding	Low Confidence (TSS_2.1)	39.0	1.77272727272727
TIGR4_SP_0795_TSS_747441_+	SP_0795	NC_003028.3	747441	+	60	20	81	43.21	459.0	tss_within_coding	Low Confidence (TSS_2.1)	59.0	1.84375
TIGR4_SP_0796_TSS_748581_+	SP_0796	NC_003028.3	748581	+	60	20	81	34.57	163.0	tss_within_coding	Low Confidence (TSS_2.1)	91.0	1.02247191011236
TIGR4_SP_0797_TSS_749261_+	SP_0797	NC_003028.3	749261	+	60	20	81	33.33	46.0	tss_intergenic	High Confidence (TSS_100.4)	26930.0	8.55735621226565
TIGR4_SP_0798_TSS_751944_+	SP_0798	NC_003028.3	751944	+	60	20	81	29.63	18.0	tss_intergenic	High Confidence (TSS_100.4)	11742.0	10.3727915194346
TIGR4_SP_0799_TSS_752147_+	SP_0799	NC_003028.3	752147	+	60	20	81	34.57	479.0	tss_within_coding	Low Confidence (TSS_2.1)	81.0	81.0
TIGR4_SP_0801_TSS_754421_+	SP_0801	NC_003028.3	754421	+	60	20	81	30.86	0.0	tss_intergenic	Low Confidence (TSS_2.1)	3704.0	2.87801087801088
TIGR4_SP_RS03925_TSS_754969_+	SP_RS03925	NC_003028.3	754969	+	60	20	81	39.51	409.0	tss_within_coding	Low Confidence (TSS_2.1)	36.0	1.8
TIGR4_SP_0802_TSS_755549_+	SP_0802	NC_003028.3	755549	+	60	20	81	30.86	1.0	tss_intergenic	High Confidence (TSS_100.4)	1158.0	7.98620689655172
TIGR4_SP_0804_TSS_759259_+	SP_0804	NC_003028.3	759259	+	60	20	81	29.63	12.0	tss_intergenic	Low Confidence (TSS_2.1)	58.0	1.07407407407407
TIGR4_SP_0805_TSS_759536_+	SP_0805	NC_003028.3	759536	+	60	20	81	41.98	365.0	tss_within_coding	Low Confidence (TSS_2.1)	28.0	2.33333333333333
TIGR4_SP_0806_TSS_760325_+	SP_0806	NC_003028.3	760325	+	60	20	81	37.04	163.0	tss_within_coding	Low Confidence (TSS_2.1)	52.0	1.08333333333333
TIGR4_SP_0807_TSS_762487_+	SP_0807	NC_003028.3	762487	+	60	20	81	29.63	29.0	tss_intergenic	High Confidence (TSS_100.4)	4018.0	15.756862745098
TIGR4_SP_RS11955_TSS_763862_+	SP_RS11955	NC_003028.3	763862	+	60	20	81	38.27	404.0	tss_within_coding	Low Confidence (TSS_2.1)	34.0	1.09677419354839
TIGR4_SP_RS11965_TSS_764779_+	SP_RS11965	NC_003028.3	764779	+	60	20	81	23.46	345.0	tss_intergenic	High Confidence (TSS_100.4)	618.0	7.53658536585366
TIGR4_SP_RS11970_TSS_765969_+	SP_RS11970	NC_003028.3	765969	+	60	20	81	35.8	129.0	tss_within_coding	Low Confidence (TSS_2.1)	20.0	1.42857142857143
TIGR4_SP_RS03980_TSS_767023_+	SP_RS03980	NC_003028.3	767023	+	60	20	81	40.74	2.0	tss_intergenic	Low Confidence (TSS_2.1)	5.0	5.0
TIGR4_SP_RS03985_TSS_767076_+	SP_RS03985	NC_003028.3	767076	+	60	20	81	38.27	194.0	tss_within_coding	High Confidence (TSS_100.4)	514.0	5.24489795918367
TIGR4_SP_RS11975_TSS_769198_+	SP_RS11975	NC_003028.3	769198	+	60	20	81	24.69	0.0	tss_intergenic	High Confidence (TSS_100.4)	9203.0	5.24686431014823
TIGR4_SP_0823_TSS_773139_+	SP_0823	NC_003028.3	773139	+	60	20	81	17.28	26.0	tss_intergenic	Low Confidence (TSS_2.1)	11.0	2.2
TIGR4_SP_0824_TSS_773683_+	SP_0824	NC_003028.3	773683	+	60	20	81	46.91	165.0	tss_within_coding	Low Confidence (TSS_2.1)	26.0	1.08333333333333
TIGR4_SP_0825_TSS_774736_+	SP_0825	NC_003028.3	774736	+	60	20	81	28.4	25.0	tss_intergenic	High Confidence (TSS_100.4)	387.0	5.69117647058824
TIGR4_SP_0826_TSS_775745_+	SP_0826	NC_003028.3	775745	+	60	20	81	29.63	11.0	tss_intergenic	High Confidence (TSS_100.4)	930.0	6.54929577464789
TIGR4_SP_RS04045_TSS_776421_+	SP_RS04045	NC_003028.3	776421	+	60	20	81	28.4	171.0	tss_within_coding	Low Confidence (TSS_2.1)	18.0	18.0
TIGR4_SP_0828_TSS_777706_+	SP_0828	NC_003028.3	777706	+	60	20	81	32.1	23.0	tss_intergenic	High Confidence (TSS_100.4)	15315.0	15.3610832497492
TIGR4_SP_0829_TSS_778310_+	SP_0829	NC_003028.3	778310	+	60	20	81	45.68	116.0	tss_within_coding	Low Confidence (TSS_2.1)	140.0	1.1965811965812
TIGR4_SP_0830_TSS_779532_+	SP_0830	NC_003028.3	779532	+	60	20	81	43.21	107.0	tss_within_coding	Low Confidence (TSS_2.1)	44.0	44.0
TIGR4_nan_TSS_779899_+	nan	NC_003028.3	779899	+	60	20	81	40.74	NA		Secondary TSS, High confidence		
TIGR4_SP_0831_TSS_780057_+	SP_0831	NC_003028.3	780057	+	60	20	81	34.57	140.0	tss_within_coding	High Confidence (TSS_100.4)	153.0	153.0
TIGR4_SP_0834_TSS_782013_+	SP_0834	NC_003028.3	782013	+	60	20	81	37.04	474.0	tss_within_coding	Low Confidence (TSS_2.1)	89.0	89.0
TIGR4_SP_0835_TSS_783508_+	SP_0835	NC_003028.3	783508	+	60	20	81	33.33	145.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	17.0
TIGR4_SP_RS04110_TSS_787708_+	SP_RS04110	NC_003028.3	787708	+	60	20	81	25.93	92.0	tss_intergenic	Low Confidence (TSS_2.1)	11.0	11.0
TIGR4_SP_0841_TSS_788410_+	SP_0841	NC_003028.3	788410	+	60	20	81	24.69	0.0	tss_intergenic	High Confidence (TSS_100.4)	1587.0	9.50299401197605
TIGR4_SP_0842_TSS_788789_+	SP_0842	NC_003028.3	788789	+	60	20	81	41.98	208.0	tss_within_coding	Low Confidence (TSS_2.1)	46.0	1.21052631578947
TIGR4_SP_0843_TSS_790233_+	SP_0843	NC_003028.3	790233	+	60	20	81	28.4	59.0	tss_within_coding	High Confidence (TSS_100.4)	6391.0	8.3651832460733
TIGR4_SP_0844_TSS_790781_+	SP_0844	NC_003028.3	790781	+	60	20	81	43.21	160.0	tss_within_coding	Low Confidence (TSS_2.1)	1297.0	1.07013201320132
TIGR4_SP_0845_TSS_791270_+	SP_0845	NC_003028.3	791270	+	60	20	81	40.74	150.0	tss_within_coding	Low Confidence (TSS_2.1)	8933.0	1.0126969731323
TIGR4_SP_0846_TSS_792169_+	SP_0846	NC_003028.3	792169	+	60	20	81	45.68	447.0	tss_within_coding	High Confidence (TSS_100.4)	241.0	241.0
TIGR4_nan_TSS_792549_+	nan	NC_003028.3	792549	+	60	20	81	41.98	NA		Secondary TSS, Low confidence		
TIGR4_SP_0847_TSS_793895_+	SP_0847	NC_003028.3	793895	+	60	20	81	41.98	249.0	tss_within_coding	Low Confidence (TSS_2.1)	255.0	1.39344262295082
TIGR4_SP_0848_TSS_794849_+	SP_0848	NC_003028.3	794849	+	60	20	81	41.98	356.0	tss_within_coding	Low Confidence (TSS_2.1)	143.0	1.06716417910448
TIGR4_SP_RS04155_TSS_796092_+	SP_RS04155	NC_003028.3	796092	+	60	20	81	40.74	97.0	tss_within_coding	Low Confidence (TSS_2.1)	248.0	1.09251101321586
TIGR4_SP_RS04165_TSS_796567_+	SP_RS04165	NC_003028.3	796567	+	60	20	81	40.74	117.0	tss_intergenic	High Confidence (TSS_100.4)	260.0	5.90909090909091
TIGR4_SP_0852_TSS_798314_+	SP_0852	NC_003028.3	798314	+	60	20	81	35.8	23.0	tss_intergenic	High Confidence (TSS_100.4)	1204.0	16.9577464788732
TIGR4_trn0423_TSS_800288_+	trn0423	NC_003028.3	800288	+	60	20	81	28.4	307.0	tss_intergenic	Low Confidence (TSS_2.1)	49.0	1.08888888888889
TIGR4_SP_0856_TSS_803274_+	SP_0856	NC_003028.3	803274	+	60	20	81	19.75	29.0	tss_intergenic	High Confidence (TSS_100.4)	355.0	5.81967213114754
TIGR4_SP_RS04200_TSS_804278_+	SP_RS04200	NC_003028.3	804278	+	60	20	81	40.74	103.0	tss_within_coding	Low Confidence (TSS_2.1)	280.0	1.21212121212121
TIGR4_SP_0858_TSS_804661_+	SP_0858	NC_003028.3	804661	+	60	20	81	40.74	468.0	tss_within_coding	Low Confidence (TSS_2.1)	36.0	1.38461538461538
TIGR4_SP_0859_TSS_805495_+	SP_0859	NC_003028.3	805495	+	60	20	81	38.27	341.0	tss_within_coding	Low Confidence (TSS_2.1)	86.0	1.02380952380952
TIGR4_SP_0860_TSS_806323_+	SP_0860	NC_003028.3	806323	+	60	20	81	35.8	451.0	tss_within_coding	Low Confidence (TSS_2.1)	125.0	1.10619469026549
TIGR4_SP_0861_TSS_807569_+	SP_0861	NC_003028.3	807569	+	60	20	81	28.4	17.0	tss_intergenic	High Confidence (TSS_100.4)	10812.0	15.6923076923077
TIGR4_SP_2245_TSS_807856_+	SP_2245	NC_003028.3	807856	+	60	20	81	24.69	10.0	tss_intergenic	High Confidence (TSS_100.4)	2339.0	25.4239130434783
