Sequence_ID	Locus_Tag	Chromosome	TSS_Position	Strand	Upstream_bp	Downstream_bp	Window_Size	GC_Content	UTR5_Length	Location_Type	Confidence_Sheet	Processed_Coverage	Processed_Ratio
TIGR4_SP_0442_TSS_415191_+	SP_0442	NC_003028.3	415191	+	60	20	81	32.1	23.0	tss_intergenic	High Confidence (TSS_100.4)	19400.0	7.47303543913713
TIGR4_SP_0445_TSS_417417_+	SP_0445	NC_003028.3	417417	+	60	20	81	20.99	32.0	tss_intergenic	High Confidence (TSS_100.4)	896.0	7.2258064516129
TIGR4_SP_0454_TSS_426420_+	SP_0454	NC_003028.3	426420	+	60	20	81	27.16	25.0	tss_intergenic	High Confidence (TSS_100.4)	367.0	10.7941176470588
TIGR4_SP_0457_TSS_429839_+	SP_0457	NC_003028.3	429839	+	60	20	81	43.21	68.0	tss_intergenic	High Confidence (TSS_100.4)	241.0	241.0
TIGR4_SP_0459_TSS_432263_+	SP_0459	NC_003028.3	432263	+	60	20	81	30.86	45.0	tss_intergenic	High Confidence (TSS_100.4)	295507.0	5.15800038
TIGR4_SP_0481_TSS_462113_+	SP_0481	NC_003028.3	462113	+	60	20	81	30.86	15.0	tss_intergenic	High Confidence (TSS_100.4)	456.0	5.62962962962963
TIGR4_SP_0483_TSS_463880_+	SP_0483	NC_003028.3	463880	+	60	20	81	38.27	25.0	tss_intergenic	High Confidence (TSS_100.4)	3292.0	11.7571428571429
TIGR4_23S-methyl_TSS_466470_+	23S-methyl	NC_003028.3	466470	+	60	20	81	27.16	3.0	tss_intergenic	High Confidence (TSS_100.4)	1778.0	5.38787878787879
TIGR4_SP_0488_TSS_467156_+	SP_0488	NC_003028.3	467156	+	60	20	81	34.57	395.0	tss_within_coding	High Confidence (TSS_100.4)	29780.0	16.4439536167863
TIGR4_nan_TSS_469401_+	nan	NC_003028.3	469401	+	60	20	81	41.98	NA		Secondary TSS, High confidence		
TIGR4_SP_0493_TSS_469687_+	SP_0493	NC_003028.3	469687	+	60	20	81	35.8	52.0	tss_intergenic	High Confidence (TSS_100.4)	8148.0	10.4595635430039
TIGR4_F13_TSS_469992_+	F13	NC_003028.3	469992	+	60	20	81	46.91	352.0	tss_within_coding	High Confidence (TSS_100.4)	266.0	266.0
TIGR4_SP_RS02430_TSS_470386_+	SP_RS02430	NC_003028.3	470386	+	60	20	81	35.8	91.0	tss_within_coding	High Confidence (TSS_100.4)	535.0	5.09523809523809
TIGR4_SP_0499_TSS_481568_+	SP_0499	NC_003028.3	481568	+	60	20	81	23.46	30.0	tss_intergenic	High Confidence (TSS_100.4)	14995.0	7.31106777181863
TIGR4_nan_TSS_482529_+	nan	NC_003028.3	482529	+	60	20	81	46.91	NA		Secondary TSS, High confidence		
TIGR4_SP_0500_TSS_482916_+	SP_0500	NC_003028.3	482916	+	60	20	81	28.4	14.0	tss_intergenic	High Confidence (TSS_100.4)	831.0	5.03636363636364
TIGR4_SP_0501_TSS_483516_+	SP_0501	NC_003028.3	483516	+	60	20	81	23.46	18.0	tss_intergenic	High Confidence (TSS_100.4)	10699.0	8.26816074188563
TIGR4_SP_0506_TSS_487347_+	SP_0506	NC_003028.3	487347	+	60	20	81	33.33	44.0	tss_intergenic	High Confidence (TSS_100.4)	193.0	24.125
TIGR4_SP_0515_TSS_495355_+	SP_0515	NC_003028.3	495355	+	60	20	81	33.33	56.0	tss_intergenic	High Confidence (TSS_100.4)	129.0	129.0
TIGR4_SP_0517_TSS_497466_+	SP_0517	NC_003028.3	497466	+	60	20	81	37.04	19.0	tss_intergenic	High Confidence (TSS_100.4)	294.0	294.0
TIGR4_SP_0525_TSS_505204_+	SP_0525	NC_003028.3	505204	+	60	20	81	38.27	14.0	tss_intergenic	High Confidence (TSS_100.4)	136.0	15.1111111111111
TIGR4_SP_0535_TSS_513319_+	SP_0535	NC_003028.3	513319	+	60	20	81	33.33	51.0	tss_intergenic	High Confidence (TSS_100.4)	149.0	7.09523809523809
TIGR4_SP_RS11830_TSS_514138_+	SP_RS11830	NC_003028.3	514138	+	60	20	81	28.4	0.0	tss_intergenic	High Confidence (TSS_100.4)	386.0	5.21621621621622
TIGR4_SP_0549_TSS_519266_+	SP_0549	NC_003028.3	519266	+	60	20	81	38.27	23.0	tss_intergenic	High Confidence (TSS_100.4)	7196.0	8.5973715651135
TIGR4_SP_0552_TSS_520788_+	SP_0552	NC_003028.3	520788	+	60	20	81	37.04	53.0	tss_intergenic	High Confidence (TSS_100.4)	13629.0	6.33612273361227
TIGR4_F16_TSS_528071_+	F16	NC_003028.3	528071	+	60	20	81	30.86	25.0	tss_intergenic	High Confidence (TSS_100.4)	761.0	10.4246575342466
TIGR4_SP_0564_TSS_530183_+	SP_0564	NC_003028.3	530183	+	60	20	81	28.4	47.0	tss_intergenic	High Confidence (TSS_100.4)	2602.0	7.41310541310541
TIGR4_F20_TSS_547541_+	F20	NC_003028.3	547541	+	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	14840.0	6.40759930915371
TIGR4_SP_0585_TSS_554074_+	SP_0585	NC_003028.3	554074	+	60	20	81	28.4	25.0	tss_intergenic	High Confidence (TSS_100.4)	113.0	4.52
TIGR4_F21_TSS_557372_+	F21	NC_003028.3	557372	+	60	20	81	25.93	43.0	tss_intergenic	High Confidence (TSS_100.4)	472.0	6.55555555555556
TIGR4_SP_0599_TSS_565783_+	SP_0599	NC_003028.3	565783	+	60	20	81	23.46	19.0	tss_intergenic	High Confidence (TSS_100.4)	195.0	8.47826086956522
TIGR4_nan_TSS_569341_+	nan	NC_003028.3	569341	+	60	20	81	25.93	NA		Secondary TSS, High confidence		
TIGR4_SP_0603_TSS_569432_+	SP_0603	NC_003028.3	569432	+	60	20	81	35.8	50.0	tss_intergenic	High Confidence (TSS_100.4)	1106.0	10.950495049505
TIGR4_SP_0605_TSS_571561_+	SP_0605	NC_003028.3	571561	+	60	20	81	32.1	43.0	tss_intergenic	High Confidence (TSS_100.4)	36964.0	6.57254623044097
TIGR4_SP_0611_TSS_577422_+	SP_0611	NC_003028.3	577422	+	60	20	81	27.16	18.0	tss_intergenic	High Confidence (TSS_100.4)	3586.0	5.97666666666667
TIGR4_SP_0614_TSS_581279_+	SP_0614	NC_003028.3	581279	+	60	20	81	45.68	300.0	tss_within_coding	High Confidence (TSS_100.4)	163.0	163.0
TIGR4_SP_0615_TSS_582442_+	SP_0615	NC_003028.3	582442	+	60	20	81	25.93	28.0	tss_intergenic	High Confidence (TSS_100.4)	279.0	5.36538461538461
TIGR4_SP_0618_TSS_585747_+	SP_0618	NC_003028.3	585747	+	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	703.0	8.27058823529412
TIGR4_SP_0622_TSS_589541_+	SP_0622	NC_003028.3	589541	+	60	20	81	30.86	26.0	tss_intergenic	High Confidence (TSS_100.4)	5028.0	8.10967741935484
TIGR4_SP_0623_TSS_590023_+	SP_0623	NC_003028.3	590023	+	60	20	81	38.27	162.0	tss_within_coding	High Confidence (TSS_100.4)	196.0	196.0
TIGR4_SP_0626_TSS_592807_+	SP_0626	NC_003028.3	592807	+	60	20	81	32.1	13.0	tss_intergenic	High Confidence (TSS_100.4)	5029.0	7.71319018404908
TIGR4_SP_0627_TSS_594243_+	SP_0627	NC_003028.3	594243	+	60	20	81	32.1	15.0	tss_intergenic	High Confidence (TSS_100.4)	27320.0	10.1410541945063
TIGR4_SP_0631_TSS_597195_+	SP_0631	NC_003028.3	597195	+	60	20	81	45.68	232.0	tss_within_coding	High Confidence (TSS_100.4)	115.0	115.0
TIGR4_SP_0636_TSS_599956_+	SP_0636	NC_003028.3	599956	+	60	20	81	33.33	109.0	tss_intergenic	High Confidence (TSS_100.4)	1099.0	12.9294117647059
TIGR4_SP_0658_TSS_628942_+	SP_0658	NC_003028.3	628942	+	60	20	81	32.1	26.0	tss_intergenic	High Confidence (TSS_100.4)	189.0	4.2
TIGR4_SP_0661_TSS_631632_+	SP_0661	NC_003028.3	631632	+	60	20	81	35.8	23.0	tss_intergenic	High Confidence (TSS_100.4)	1899.0	13.468085106383
TIGR4_SP_0663_TSS_634175_+	SP_0663	NC_003028.3	634175	+	60	20	81	38.27	0.0	tss_intergenic	High Confidence (TSS_100.4)	23682.0	15.9689817936615
TIGR4_SP_0665_TSS_640562_+	SP_0665	NC_003028.3	640562	+	60	20	81	33.33	0.0	tss_intergenic	High Confidence (TSS_100.4)	5494.0	15.5197740112994
TIGR4_SP_0667_TSS_642920_+	SP_0667	NC_003028.3	642920	+	60	20	81	24.69	31.0	tss_intergenic	High Confidence (TSS_100.4)	244.0	5.30434782608696
TIGR4_SP_0668_TSS_644034_+	SP_0668	NC_003028.3	644034	+	60	20	81	30.86	42.0	tss_intergenic	High Confidence (TSS_100.4)	1723.0	8.65829145728643
TIGR4_SP_0669_TSS_645110_+	SP_0669	NC_003028.3	645110	+	60	20	81	30.86	22.0	tss_intergenic	High Confidence (TSS_100.4)	239.0	5.82926829268293
TIGR4_SP_0671_TSS_646277_+	SP_0671	NC_003028.3	646277	+	60	20	81	34.57	33.0	tss_intergenic	High Confidence (TSS_100.4)	3306.0	3306.0
TIGR4_SP_0677_TSS_651835_+	SP_0677	NC_003028.3	651835	+	60	20	81	32.1	0.0	tss_intergenic	High Confidence (TSS_100.4)	13476.0	7.08890057864282
TIGR4_SP_0681_TSS_653643_+	SP_0681	NC_003028.3	653643	+	60	20	81	22.22	36.0	tss_intergenic	High Confidence (TSS_100.4)	16327.0	10.5881971465629
TIGR4_SP_0688_TSS_659275_+	SP_0688	NC_003028.3	659275	+	60	20	81	33.33	20.0	tss_intergenic	High Confidence (TSS_100.4)	1470.0	6.125
TIGR4_SP_0690_TSS_661701_+	SP_0690	NC_003028.3	661701	+	60	20	81	27.16	16.0	tss_within_coding	High Confidence (TSS_100.4)	155.0	155.0
TIGR4_SP_0703_TSS_669646_+	SP_0703	NC_003028.3	669646	+	60	20	81	19.75	115.0	tss_intergenic	High Confidence (TSS_100.4)	612.0	12.0
TIGR4_SP_0715_TSS_680388_+	SP_0715	NC_003028.3	680388	+	60	20	81	24.69	42.0	tss_intergenic	High Confidence (TSS_100.4)	11956.0	5.60262417994377
TIGR4_TPP_TSS_681808_+	TPP	NC_003028.3	681808	+	60	20	81	29.63	12.0	tss_intergenic	High Confidence (TSS_100.4)	1269.0	11.2300884955752
TIGR4_SP_0730_TSS_694784_+	SP_0730	NC_003028.3	694784	+	60	20	81	29.63	78.0	tss_intergenic	High Confidence (TSS_100.4)	94141.0	4.91906155293134
TIGR4_SP_0731_TSS_696403_+	SP_0731	NC_003028.3	696403	+	60	20	81	46.91	345.0	tss_within_coding	High Confidence (TSS_100.4)	2740.0	2740.0
TIGR4_nan_TSS_696430_+	nan	NC_003028.3	696430	+	60	20	81	40.74	NA		Secondary TSS, High confidence		
TIGR4_SP_0736_TSS_698916_+	SP_0736	NC_003028.3	698916	+	60	20	81	33.33	24.0	tss_intergenic	High Confidence (TSS_100.4)	1759.0	4.98300283286119
TIGR4_SP_0739_TSS_701485_+	SP_0739	NC_003028.3	701485	+	60	20	81	37.04	14.0	tss_intergenic	High Confidence (TSS_100.4)	241.0	4.82
TIGR4_SP_0745_TSS_706052_+	SP_0745	NC_003028.3	706052	+	60	20	81	19.75	27.0	tss_intergenic	High Confidence (TSS_100.4)	4368.0	5.73228346456693
TIGR4_nan_TSS_706430_+	nan	NC_003028.3	706430	+	60	20	81	44.44	NA		Secondary TSS, High confidence		
TIGR4_SP_0746_TSS_706834_+	SP_0746	NC_003028.3	706834	+	60	20	81	30.86	48.0	tss_intergenic	High Confidence (TSS_100.4)	1057.0	4.78280542986425
TIGR4_SP_0748_TSS_707525_+	SP_0748	NC_003028.3	707525	+	60	20	81	35.8	26.0	tss_within_coding	High Confidence (TSS_100.4)	855.0	8.38235294117647
TIGR4_SP_0754_TSS_712916_+	SP_0754	NC_003028.3	712916	+	60	20	81	27.16	23.0	tss_intergenic	High Confidence (TSS_100.4)	1565.0	8.74301675977654
TIGR4_SP_RS11940_TSS_713684_+	SP_RS11940	NC_003028.3	713684	+	60	20	81	24.69	19.0	tss_intergenic	High Confidence (TSS_100.4)	3601.0	8.35498839907193
TIGR4_SP_0758_TSS_716654_+	SP_0758	NC_003028.3	716654	+	60	20	81	20.99	59.0	tss_intergenic	High Confidence (TSS_100.4)	278.0	6.31818181818182
TIGR4_SP_0761_TSS_719879_+	SP_0761	NC_003028.3	719879	+	60	20	81	30.86	21.0	tss_intergenic	High Confidence (TSS_100.4)	6209.0	8.85734664764622
TIGR4_SP_0762_TSS_721358_+	SP_0762	NC_003028.3	721358	+	60	20	81	29.63	100.0	tss_intergenic	High Confidence (TSS_100.4)	3482.0	15.2719298245614
TIGR4_SP_0764_TSS_723173_+	SP_0764	NC_003028.3	723173	+	60	20	81	25.93	28.0	tss_intergenic	High Confidence (TSS_100.4)	5556.0	4.78141135972461
TIGR4_SP_0766_TSS_725355_+	SP_0766	NC_003028.3	725355	+	60	20	81	24.69	25.0	tss_intergenic	High Confidence (TSS_100.4)	27153.0	4.97763519706691
TIGR4_SP_0775_TSS_731739_+	SP_0775	NC_003028.3	731739	+	60	20	81	32.1	59.0	tss_intergenic	High Confidence (TSS_100.4)	28116.0	71.0
TIGR4_SP_0785_TSS_738402_+	SP_0785	NC_003028.3	738402	+	60	20	81	27.16	114.0	tss_intergenic	High Confidence (TSS_100.4)	4782.0	10.1313559322034
TIGR4_nan_TSS_738487_+	nan	NC_003028.3	738487	+	60	20	81	30.86	NA		Secondary TSS, High confidence		
TIGR4_SP_0788_TSS_741745_+	SP_0788	NC_003028.3	741745	+	60	20	81	24.69	40.0	tss_intergenic	High Confidence (TSS_100.4)	8749.0	6.85658307210031
TIGR4_SP_0791_TSS_745430_+	SP_0791	NC_003028.3	745430	+	60	20	81	32.1	32.0	tss_intergenic	High Confidence (TSS_100.4)	523.0	5.50526315789474
TIGR4_SP_0792_TSS_746457_+	SP_0792	NC_003028.3	746457	+	60	20	81	29.63	27.0	tss_intergenic	High Confidence (TSS_100.4)	1097.0	6.94303797468354
TIGR4_SP_0797_TSS_749261_+	SP_0797	NC_003028.3	749261	+	60	20	81	33.33	46.0	tss_intergenic	High Confidence (TSS_100.4)	26930.0	8.55735621226565
TIGR4_SP_0798_TSS_751944_+	SP_0798	NC_003028.3	751944	+	60	20	81	29.63	18.0	tss_intergenic	High Confidence (TSS_100.4)	11742.0	10.3727915194346
TIGR4_SP_0802_TSS_755549_+	SP_0802	NC_003028.3	755549	+	60	20	81	30.86	1.0	tss_intergenic	High Confidence (TSS_100.4)	1158.0	7.98620689655172
TIGR4_SP_0807_TSS_762487_+	SP_0807	NC_003028.3	762487	+	60	20	81	29.63	29.0	tss_intergenic	High Confidence (TSS_100.4)	4018.0	15.756862745098
TIGR4_SP_RS11965_TSS_764779_+	SP_RS11965	NC_003028.3	764779	+	60	20	81	23.46	345.0	tss_intergenic	High Confidence (TSS_100.4)	618.0	7.53658536585366
TIGR4_SP_RS03985_TSS_767076_+	SP_RS03985	NC_003028.3	767076	+	60	20	81	38.27	194.0	tss_within_coding	High Confidence (TSS_100.4)	514.0	5.24489795918367
TIGR4_SP_RS11975_TSS_769198_+	SP_RS11975	NC_003028.3	769198	+	60	20	81	24.69	0.0	tss_intergenic	High Confidence (TSS_100.4)	9203.0	5.24686431014823
TIGR4_SP_0825_TSS_774736_+	SP_0825	NC_003028.3	774736	+	60	20	81	28.4	25.0	tss_intergenic	High Confidence (TSS_100.4)	387.0	5.69117647058824
TIGR4_SP_0826_TSS_775745_+	SP_0826	NC_003028.3	775745	+	60	20	81	29.63	11.0	tss_intergenic	High Confidence (TSS_100.4)	930.0	6.54929577464789
TIGR4_SP_0828_TSS_777706_+	SP_0828	NC_003028.3	777706	+	60	20	81	32.1	23.0	tss_intergenic	High Confidence (TSS_100.4)	15315.0	15.3610832497492
TIGR4_nan_TSS_779899_+	nan	NC_003028.3	779899	+	60	20	81	40.74	NA		Secondary TSS, High confidence		
TIGR4_SP_0831_TSS_780057_+	SP_0831	NC_003028.3	780057	+	60	20	81	34.57	140.0	tss_within_coding	High Confidence (TSS_100.4)	153.0	153.0
TIGR4_SP_0841_TSS_788410_+	SP_0841	NC_003028.3	788410	+	60	20	81	24.69	0.0	tss_intergenic	High Confidence (TSS_100.4)	1587.0	9.50299401197605
TIGR4_SP_0843_TSS_790233_+	SP_0843	NC_003028.3	790233	+	60	20	81	28.4	59.0	tss_within_coding	High Confidence (TSS_100.4)	6391.0	8.3651832460733
TIGR4_SP_0846_TSS_792169_+	SP_0846	NC_003028.3	792169	+	60	20	81	45.68	447.0	tss_within_coding	High Confidence (TSS_100.4)	241.0	241.0
TIGR4_SP_RS04165_TSS_796567_+	SP_RS04165	NC_003028.3	796567	+	60	20	81	40.74	117.0	tss_intergenic	High Confidence (TSS_100.4)	260.0	5.90909090909091
TIGR4_SP_0852_TSS_798314_+	SP_0852	NC_003028.3	798314	+	60	20	81	35.8	23.0	tss_intergenic	High Confidence (TSS_100.4)	1204.0	16.9577464788732
TIGR4_SP_0856_TSS_803274_+	SP_0856	NC_003028.3	803274	+	60	20	81	19.75	29.0	tss_intergenic	High Confidence (TSS_100.4)	355.0	5.81967213114754
TIGR4_SP_0861_TSS_807569_+	SP_0861	NC_003028.3	807569	+	60	20	81	28.4	17.0	tss_intergenic	High Confidence (TSS_100.4)	10812.0	15.6923076923077
TIGR4_SP_2245_TSS_807856_+	SP_2245	NC_003028.3	807856	+	60	20	81	24.69	10.0	tss_intergenic	High Confidence (TSS_100.4)	2339.0	25.4239130434783
TIGR4_SP_0866_TSS_813177_+	SP_0866	NC_003028.3	813177	+	60	20	81	27.16	0.0	tss_intergenic	High Confidence (TSS_100.4)	134.0	4.46666666666667
TIGR4_SP_0867_TSS_813430_+	SP_0867	NC_003028.3	813430	+	60	20	81	30.86	91.0	tss_intergenic	High Confidence (TSS_100.4)	15573.0	11.2847826086957
TIGR4_SP_0869_TSS_815156_+	SP_0869	NC_003028.3	815156	+	60	20	81	45.68	436.0	tss_within_coding	High Confidence (TSS_100.4)	188.0	188.0
TIGR4_SP_0870_TSS_816370_+	SP_0870	NC_003028.3	816370	+	60	20	81	41.98	435.0	tss_within_coding	High Confidence (TSS_100.4)	112.0	112.0
TIGR4_SP_0871_TSS_817116_+	SP_0871	NC_003028.3	817116	+	60	20	81	38.27	183.0	tss_within_coding	High Confidence (TSS_100.4)	172.0	172.0
TIGR4_SP_0873_TSS_820272_+	SP_0873	NC_003028.3	820272	+	60	20	81	25.93	14.0	tss_intergenic	High Confidence (TSS_100.4)	438.0	7.68421052631579
TIGR4_SP_0875_TSS_822682_+	SP_0875	NC_003028.3	822682	+	60	20	81	29.63	25.0	tss_intergenic	High Confidence (TSS_100.4)	1358.0	4.24375
TIGR4_SP_0878_TSS_826390_+	SP_0878	NC_003028.3	826390	+	60	20	81	38.27	0.0	tss_intergenic	High Confidence (TSS_100.4)	2470.0	13.7988826815642
TIGR4_SP_0880_TSS_829279_+	SP_0880	NC_003028.3	829279	+	60	20	81	35.8	25.0	tss_intergenic	High Confidence (TSS_100.4)	4583.0	6.6228323699422
TIGR4_SP_0888_TSS_837746_+	SP_0888	NC_003028.3	837746	+	60	20	81	33.33	16.0	tss_intergenic	High Confidence (TSS_100.4)	734.0	8.73809523809524
TIGR4_SP_0896_TSS_850240_+	SP_0896	NC_003028.3	850240	+	60	20	81	27.16	31.0	tss_intergenic	High Confidence (TSS_100.4)	16062.0	8.9134295227525
TIGR4_SP_0908_TSS_860839_+	SP_0908	NC_003028.3	860839	+	60	20	81	20.99	0.0	tss_intergenic	High Confidence (TSS_100.4)	1523.0	7.9738219895288
TIGR4_SP_0910_TSS_863439_+	SP_0910	NC_003028.3	863439	+	60	20	81	40.74	23.0	tss_intergenic	High Confidence (TSS_100.4)	30093.0	17.4250144759699
TIGR4_SP_0924_TSS_878639_+	SP_0924	NC_003028.3	878639	+	60	20	81	30.86	115.0	tss_intergenic	High Confidence (TSS_100.4)	4142.0	4.89598108747045
TIGR4_SP_0927_TSS_879920_+	SP_0927	NC_003028.3	879920	+	60	20	81	28.4	22.0	tss_within_coding	High Confidence (TSS_100.4)	807.0	4.66473988439306
TIGR4_SP_0931_TSS_884147_+	SP_0931	NC_003028.3	884147	+	60	20	81	30.86	4.0	tss_intergenic	High Confidence (TSS_100.4)	178.0	4.68421052631579
TIGR4_SP_0935_TSS_887447_+	SP_0935	NC_003028.3	887447	+	60	20	81	28.4	23.0	tss_intergenic	High Confidence (TSS_100.4)	2834.0	11.4736842105263
TIGR4_SP_0944_TSS_894357_+	SP_0944	NC_003028.3	894357	+	60	20	81	27.16	21.0	tss_intergenic	High Confidence (TSS_100.4)	14509.0	7.29828973843058
TIGR4_SP_0945_TSS_894948_+	SP_0945	NC_003028.3	894948	+	60	20	81	40.74	176.0	tss_within_coding	High Confidence (TSS_100.4)	121.0	121.0
TIGR4_SP_0948_TSS_896877_+	SP_0948	NC_003028.3	896877	+	60	20	81	33.33	28.0	tss_intergenic	High Confidence (TSS_100.4)	827.0	6.08088235294118
TIGR4_SP_RS04695_TSS_897641_+	SP_RS04695	NC_003028.3	897641	+	60	20	81	46.91	265.0	tss_within_coding	High Confidence (TSS_100.4)	394.0	394.0
TIGR4_SP_RS04700_TSS_897942_+	SP_RS04700	NC_003028.3	897942	+	60	20	81	32.1	437.0	tss_within_coding	High Confidence (TSS_100.4)	653.0	8.26582278481013
TIGR4_SP_0956_TSS_904935_+	SP_0956	NC_003028.3	904935	+	60	20	81	19.75	100.0	tss_intergenic	High Confidence (TSS_100.4)	573.0	9.09523809523809
TIGR4_SP_0961_TSS_908032_+	SP_0961	NC_003028.3	908032	+	60	20	81	43.21	125.0	tss_within_coding	High Confidence (TSS_100.4)	321.0	321.0
TIGR4_F35_TSS_908663_+	F35	NC_003028.3	908663	+	60	20	81	33.33	366.0	tss_within_coding	High Confidence (TSS_100.4)	298.0	298.0
TIGR4_nan_TSS_909022_+	nan	NC_003028.3	909022	+	60	20	81	28.4	NA		Secondary TSS, High confidence		
TIGR4_SP_0967_TSS_914826_+	SP_0967	NC_003028.3	914826	+	60	20	81	29.63	23.0	tss_intergenic	High Confidence (TSS_100.4)	42226.0	10.3216817404058
TIGR4_SP_0979_TSS_924517_+	SP_0979	NC_003028.3	924517	+	60	20	81	33.33	14.0	tss_intergenic	High Confidence (TSS_100.4)	21991.0	6.33016695451929
TIGR4_SP_0981_TSS_927089_+	SP_0981	NC_003028.3	927089	+	60	20	81	27.16	26.0	tss_intergenic	High Confidence (TSS_100.4)	8112.0	8.91428571428571
TIGR4_srn249_TSS_927825_+	srn249	NC_003028.3	927825	+	60	20	81	37.04	252.0	tss_within_coding	High Confidence (TSS_100.4)	121.0	121.0
TIGR4_SP_0988_TSS_932234_+	SP_0988	NC_003028.3	932234	+	60	20	81	29.63	25.0	tss_intergenic	High Confidence (TSS_100.4)	3960.0	10.6166219839142
TIGR4_SP_0992_TSS_935272_+	SP_0992	NC_003028.3	935272	+	60	20	81	29.63	33.0	tss_intergenic	High Confidence (TSS_100.4)	3908.0	5.42777777777778
TIGR4_SP_0993_TSS_935785_+	SP_0993	NC_003028.3	935785	+	60	20	81	40.74	109.0	tss_within_coding	High Confidence (TSS_100.4)	116.0	116.0
TIGR4_SP_RS12065_TSS_938470_+	SP_RS12065	NC_003028.3	938470	+	60	20	81	22.22	0.0	tss_intergenic	High Confidence (TSS_100.4)	5774.0	7.84510869565217
TIGR4_SP_1001_TSS_941782_+	SP_1001	NC_003028.3	941782	+	60	20	81	19.75	23.0	tss_intergenic	High Confidence (TSS_100.4)	1702.0	8.34313725490196
TIGR4_SP_1002_TSS_943311_+	SP_1002	NC_003028.3	943311	+	60	20	81	20.99	28.0	tss_intergenic	High Confidence (TSS_100.4)	304.0	5.96078431372549
TIGR4_SP_1004_TSS_946897_+	SP_1004	NC_003028.3	946897	+	60	20	81	19.75	96.0	tss_intergenic	High Confidence (TSS_100.4)	1194.0	5.57943925233645
TIGR4_SP_1009_TSS_953823_+	SP_1009	NC_003028.3	953823	+	60	20	81	30.86	26.0	tss_intergenic	High Confidence (TSS_100.4)	139.0	4.96428571428571
TIGR4_SP_1013_TSS_956782_+	SP_1013	NC_003028.3	956782	+	60	20	81	30.86	239.0	tss_within_coding	High Confidence (TSS_100.4)	1312.0	4.33003300330033
TIGR4_SP_1018_TSS_962337_+	SP_1018	NC_003028.3	962337	+	60	20	81	25.93	37.0	tss_intergenic	High Confidence (TSS_100.4)	2475.0	15.2777778
TIGR4_SP_1022_TSS_965074_+	SP_1022	NC_003028.3	965074	+	60	20	81	25.93	253.0	tss_within_coding	High Confidence (TSS_100.4)	30960.0	11.9767891682785
TIGR4_nan_TSS_965145_+	nan	NC_003028.3	965145	+	60	20	81	45.68	NA		Secondary TSS, High confidence		
TIGR4_SP_1025_TSS_967467_+	SP_1025	NC_003028.3	967467	+	60	20	81	33.33	215.0	tss_within_coding	High Confidence (TSS_100.4)	220.0	220.0
TIGR4_SP_1027_TSS_969358_+	SP_1027	NC_003028.3	969358	+	60	20	81	30.86	19.0	tss_intergenic	High Confidence (TSS_100.4)	292335.0	15.6521389944852
TIGR4_SP_1029_TSS_970377_+	SP_1029	NC_003028.3	970377	+	60	20	81	38.27	48.0	tss_intergenic	High Confidence (TSS_100.4)	491.0	5.84523809523809
TIGR4_SP_1030_TSS_972765_+	SP_1030	NC_003028.3	972765	+	60	20	81	17.28	30.0	tss_intergenic	High Confidence (TSS_100.4)	524.0	7.70588235294118
TIGR4_SP_1042_TSS_982046_+	SP_1042	NC_003028.3	982046	+	60	20	81	34.57	12.0	tss_intergenic	High Confidence (TSS_100.4)	574.0	5.07964601769912
TIGR4_SP_1045_TSS_984031_+	SP_1045	NC_003028.3	984031	+	60	20	81	32.1	59.0	tss_intergenic	High Confidence (TSS_100.4)	222.0	9.65217391304348
TIGR4_SP_1047_TSS_986934_+	SP_1047	NC_003028.3	986934	+	60	20	81	27.16	29.0	tss_intergenic	High Confidence (TSS_100.4)	332.0	5.1875
TIGR4_SP_1050_TSS_988031_+	SP_1050	NC_003028.3	988031	+	60	20	81	28.4	21.0	tss_intergenic	High Confidence (TSS_100.4)	508.0	4.064
TIGR4_SP_1057_TSS_993924_+	SP_1057	NC_003028.3	993924	+	60	20	81	18.52	30.0	tss_intergenic	High Confidence (TSS_100.4)	171.0	7.43478260869565
TIGR4_SP_1059_TSS_994951_+	SP_1059	NC_003028.3	994951	+	60	20	81	23.46	460.0	tss_intergenic	High Confidence (TSS_100.4)	3720.0	6.4471403812825
TIGR4_SP_1067_TSS_1001213_+	SP_1067	NC_003028.3	1001213	+	60	20	81	27.16	65.0	tss_intergenic	High Confidence (TSS_100.4)	3512.0	9.46630727762803
TIGR4_SP_1069_TSS_1005312_+	SP_1069	NC_003028.3	1005312	+	60	20	81	19.75	324.0	tss_within_coding	High Confidence (TSS_100.4)	1256.0	5.55752212389381
TIGR4_SP_1072_TSS_1008390_+	SP_1072	NC_003028.3	1008390	+	60	20	81	25.93	30.0	tss_intergenic	High Confidence (TSS_100.4)	1556.0	8.54945054945055
TIGR4_nan_TSS_1011536_+	nan	NC_003028.3	1011536	+	60	20	81	41.98	NA		Secondary TSS, High confidence		
TIGR4_SP_1075_TSS_1011750_+	SP_1075	NC_003028.3	1011750	+	60	20	81	29.63	27.0	tss_intergenic	High Confidence (TSS_100.4)	2375.0	10.1063829787234
TIGR4_SP_1078_TSS_1014370_+	SP_1078	NC_003028.3	1014370	+	60	20	81	34.57	30.0	tss_intergenic	High Confidence (TSS_100.4)	195.0	4.43181818181818
